	HGNC_ID	Ensembl	Gene_symbol	Source	Source_Date	Download_Date
367	HGNC:15956	ENSG00000151229	SLC2A13	HPA	20210914	20210914
368	HGNC:13445	ENSG00000197241	SLC2A7	HPA	20210914	20210914
369	HGNC:11014	ENSG00000115194	SLC30A3	HPA	20210914	20210914
370	HGNC:11019	ENSG00000131183	SLC34A1	HPA	20210914	20210914
371	HGNC:11021	ENSG00000164414	SLC35A1	HPA	20210914	20210914
372	HGNC:11022	ENSG00000102100	SLC35A2	HPA	20210914	20210914
373	HGNC:11023	ENSG00000117620	SLC35A3	HPA	20210914	20210914
374	HGNC:20798	ENSG00000121073	SLC35B1	HPA	20210914	20210914
375	HGNC:20800	ENSG00000116704	SLC35D1	HPA	20210914	20210914
376	HGNC:20861	ENSG00000196950	SLC39A10	HPA	20210914	20210914
377	HGNC:14463	ENSG00000133195	SLC39A11	HPA	20210914	20210914
378	HGNC:20860	ENSG00000148482	SLC39A12	HPA	20210914	20210914
379	HGNC:17127	ENSG00000165794	SLC39A2	HPA	20210914	20210914
380	HGNC:17128	ENSG00000141873	SLC39A3	HPA	20210914	20210914
381	HGNC:17129	ENSG00000147804	SLC39A4	HPA	20210914	20210914
382	HGNC:20502	ENSG00000139540	SLC39A5	HPA	20210914	20210914
383	HGNC:4927	ENSG00000112473	SLC39A7	HPA	20210914	20210914
384	HGNC:11026	ENSG00000168003	SLC3A2	HPA	20210914	20210914
385	HGNC:25588	ENSG00000142494	SLC47A1	HPA	20210914	20210914
386	HGNC:13811	ENSG00000144290	SLC4A10	HPA	20210914	20210914
387	HGNC:11033	ENSG00000033867	SLC4A7	HPA	20210914	20210914
388	HGNC:23155	ENSG00000154025	SLC5A10	HPA	20210914	20210914
389	HGNC:23091	ENSG00000158865	SLC5A11	HPA	20210914	20210914
390	HGNC:11041	ENSG00000138074	SLC5A6	HPA	20210914	20210914
391	HGNC:19119	ENSG00000256870	SLC5A8	HPA	20210914	20210914
392	HGNC:13621	ENSG00000072041	SLC6A15	HPA	20210914	20210914
393	HGNC:13622	ENSG00000063127	SLC6A16	HPA	20210914	20210914
394	HGNC:11048	ENSG00000103546	SLC6A2	HPA	20210914	20210914
395	HGNC:11052	ENSG00000131389	SLC6A6	HPA	20210914	20210914
396	HGNC:11056	ENSG00000196517	SLC6A9	HPA	20210914	20210914
397	HGNC:11058	ENSG00000130876	SLC7A10	HPA	20210914	20210914
398	HGNC:23092	ENSG00000164893	SLC7A13	HPA	20210914	20210914
399	HGNC:11062	ENSG00000099960	SLC7A4	HPA	20210914	20210914
400	HGNC:11070	ENSG00000100678	SLC8A3	HPA	20210914	20210914
401	HGNC:26175	ENSG00000089060	SLC8B1	HPA	20210914	20210914
402	HGNC:11071	ENSG00000090020	SLC9A1	HPA	20210914	20210914
403	HGNC:11078	ENSG00000135740	SLC9A5	HPA	20210914	20210914
404	HGNC:11079	ENSG00000198689	SLC9A6	HPA	20210914	20210914
405	HGNC:17123	ENSG00000065923	SLC9A7	HPA	20210914	20210914
406	HGNC:20653	ENSG00000181804	SLC9A9	HPA	20210914	20210914
407	HGNC:25143	ENSG00000164038	SLC9B2	HPA	20210914	20210914
408	HGNC:10956	ENSG00000084453	SLCO1A2	HPA	20210914	20210914
409	HGNC:10962	ENSG00000137491	SLCO2B1	HPA	20210914	20210914
410	HGNC:11647	ENSG00000110719	TCIRG1	HPA	20210914	20210914
411	HGNC:11853	ENSG00000169908	TM4SF1	HPA	20210914	20210914
412	HGNC:11856	ENSG00000169903	TM4SF4	HPA	20210914	20210914
413	HGNC:11860	ENSG00000136404	TM6SF1	HPA	20210914	20210914
414	HGNC:11864	ENSG00000100926	TM9SF1	HPA	20210914	20210914
415	HGNC:21529	ENSG00000077147	TM9SF3	HPA	20210914	20210914
416	HGNC:30797	ENSG00000101337	TM9SF4	HPA	20210914	20210914
417	HGNC:24257	ENSG00000155957	TMBIM4	HPA	20210914	20210914
418	HGNC:22995	ENSG00000188869	TMC3	HPA	20210914	20210914
419	HGNC:22998	ENSG00000167608	TMC4	HPA	20210914	20210914
420	HGNC:22999	ENSG00000103534	TMC5	HPA	20210914	20210914
421	HGNC:23000	ENSG00000170537	TMC7	HPA	20210914	20210914
422	HGNC:23312	ENSG00000188800	TMCO2	HPA	20210914	20210914
423	HGNC:28558	ENSG00000166069	TMCO5A	HPA	20210914	20210914
424	HGNC:17291	ENSG00000099203	TMED1	HPA	20210914	20210914
425	HGNC:16998	ENSG00000170348	TMED10	HPA	20210914	20210914
426	HGNC:16996	ENSG00000086598	TMED2	HPA	20210914	20210914
427	HGNC:28889	ENSG00000166557	TMED3	HPA	20210914	20210914
428	HGNC:24878	ENSG00000184840	TMED9	HPA	20210914	20210914
429	HGNC:22407	ENSG00000106460	TMEM106B	HPA	20210914	20210914
430	HGNC:30055	ENSG00000126062	TMEM115	HPA	20210914	20210914
431	HGNC:30138	ENSG00000152558	TMEM123	HPA	20210914	20210914
432	HGNC:30883	ENSG00000171204	TMEM126B	HPA	20210914	20210914
433	HGNC:26944	ENSG00000149483	TMEM138	HPA	20210914	20210914
434	HGNC:25603	ENSG00000161558	TMEM143	HPA	20210914	20210914
435	HGNC:20952	ENSG00000111843	TMEM14C	HPA	20210914	20210914
436	HGNC:26217	ENSG00000157600	TMEM164	HPA	20210914	20210914
437	HGNC:30760	ENSG00000134851	TMEM165	HPA	20210914	20210914
438	HGNC:29577	ENSG00000166822	TMEM170A	HPA	20210914	20210914
439	HGNC:24530	ENSG00000184857	TMEM186	HPA	20210914	20210914
440	HGNC:25015	ENSG00000168701	TMEM208	HPA	20210914	20210914
441	HGNC:25018	ENSG00000187049	TMEM216	HPA	20210914	20210914
442	HGNC:27344	ENSG00000150433	TMEM218	HPA	20210914	20210914
443	HGNC:28464	ENSG00000168569	TMEM223	HPA	20210914	20210914
444	HGNC:15876	ENSG00000089063	TMEM230	HPA	20210914	20210914
445	HGNC:37234	ENSG00000205084	TMEM231	HPA	20210914	20210914
446	HGNC:25890	ENSG00000149582	TMEM25	HPA	20210914	20210914
447	HGNC:28550	ENSG00000196932	TMEM26	HPA	20210914	20210914
448	HGNC:16667	ENSG00000112697	TMEM30A	HPA	20210914	20210914
449	HGNC:28601	ENSG00000179363	TMEM31	HPA	20210914	20210914
450	HGNC:25541	ENSG00000109133	TMEM33	HPA	20210914	20210914
451	HGNC:18515	ENSG00000147027	TMEM47	HPA	20210914	20210914
452	HGNC:23787	ENSG00000165548	TMEM63C	HPA	20210914	20210914
453	HGNC:26510	ENSG00000167904	TMEM68	HPA	20210914	20210914
454	HGNC:31658	ENSG00000187783	TMEM72	HPA	20210914	20210914
455	HGNC:26409	ENSG00000164841	TMEM74	HPA	20210914	20210914
456	HGNC:18823	ENSG00000116857	TMEM9	HPA	20210914	20210914
457	HGNC:24529	ENSG00000006042	TMEM98	HPA	20210914	20210914
458	HGNC:28305	ENSG00000167920	TMEM99	HPA	20210914	20210914
459	HGNC:30800	ENSG00000181585	TMIE	HPA	20210914	20210914
460	HGNC:51375	ENSG00000121933	TMIGD3	HPA	20210914	20210914
461	HGNC:27954	ENSG00000187054	TMPRSS11A	HPA	20210914	20210914
462	HGNC:11877	ENSG00000160183	TMPRSS3	HPA	20210914	20210914
463	HGNC:16517	ENSG00000187045	TMPRSS6	HPA	20210914	20210914
464	HGNC:30846	ENSG00000176040	TMPRSS7	HPA	20210914	20210914
465	HGNC:30079	ENSG00000178297	TMPRSS9	HPA	20210914	20210914
466	HGNC:26899	ENSG00000139324	TMTC3	HPA	20210914	20210914
467	HGNC:21709	ENSG00000164897	TMUB1	HPA	20210914	20210914
468	HGNC:15487	ENSG00000139921	TMX1	HPA	20210914	20210914
469	HGNC:30739	ENSG00000213593	TMX2	HPA	20210914	20210914
470	HGNC:25237	ENSG00000125827	TMX4	HPA	20210914	20210914
471	HGNC:497	ENSG00000104321	TRPA1	HPA	20210914	20210914
472	HGNC:7146	ENSG00000134160	TRPM1	HPA	20210914	20210914
473	HGNC:17992	ENSG00000083067	TRPM3	HPA	20210914	20210914
474	HGNC:17993	ENSG00000130529	TRPM4	HPA	20210914	20210914
475	HGNC:17995	ENSG00000119121	TRPM6	HPA	20210914	20210914
476	HGNC:21643	ENSG00000106537	TSPAN13	HPA	20210914	20210914
477	HGNC:13476	ENSG00000167614	TTYH1	HPA	20210914	20210914
478	HGNC:12827	ENSG00000143324	XPR1	HPA	20210914	20210914
479	HGNC:3392	ENSG00000154928	EPHB1	HPA	20210914	20210914
480	HGNC:25167	ENSG00000145107	TM4SF19	HPA	20210914	20210914
481	HGNC:26230	ENSG00000168955	TM4SF20	HPA	20210914	20210914
482	HGNC:25186	ENSG00000205090	TMEM240	HPA	20210914	20210914
483	HGNC:3145	ENSG00000127412	TRPV5	HPA	20210914	20210914
484	HGNC:25864	ENSG00000126950	TMEM35A	HPA	20210914	20210914
485	HGNC:39	ENSG00000154258	ABCA9	HPA	20210914	20210914
486	HGNC:47	ENSG00000115657	ABCB6	HPA	20210914	20210914
487	HGNC:14640	ENSG00000140798	ABCC12	HPA	20210914	20210914
488	HGNC:13886	ENSG00000138075	ABCG5	HPA	20210914	20210914
489		ENSG00000257046	AC011604.2	HPA	20210914	20210914
490		ENSG00000283761	AC118553.2	HPA	20210914	20210914
491	HGNC:3336	ENSG00000174837	ADGRE1	HPA	20210914	20210914
492	HGNC:427	ENSG00000171094	ALK	HPA	20210914	20210914
493	HGNC:14604	ENSG00000166126	AMN	HPA	20210914	20210914
494	HGNC:493	ENSG00000145362	ANK2	HPA	20210914	20210914
495	HGNC:21625	ENSG00000131620	ANO1	HPA	20210914	20210914
496	HGNC:637	ENSG00000171885	AQP4	HPA	20210914	20210914
497	HGNC:639	ENSG00000086159	AQP6	HPA	20210914	20210914
498	HGNC:100	ENSG00000110881	ASIC1	HPA	20210914	20210914
499	HGNC:21263	ENSG00000072182	ASIC4	HPA	20210914	20210914
500	HGNC:17537	ENSG00000256394	ASIC5	HPA	20210914	20210914
501	HGNC:25422	ENSG00000127249	ATP13A4	HPA	20210914	20210914
502	HGNC:31789	ENSG00000187527	ATP13A5	HPA	20210914	20210914
503	HGNC:799	ENSG00000163399	ATP1A1	HPA	20210914	20210914
504	HGNC:800	ENSG00000018625	ATP1A2	HPA	20210914	20210914
505	HGNC:805	ENSG00000129244	ATP1B2	HPA	20210914	20210914
506	HGNC:806	ENSG00000069849	ATP1B3	HPA	20210914	20210914
507	HGNC:811	ENSG00000196296	ATP2A1	HPA	20210914	20210914
508	HGNC:812	ENSG00000174437	ATP2A2	HPA	20210914	20210914
509	HGNC:813	ENSG00000074370	ATP2A3	HPA	20210914	20210914
510	HGNC:815	ENSG00000157087	ATP2B2	HPA	20210914	20210914
511	HGNC:13211	ENSG00000017260	ATP2C1	HPA	20210914	20210914
512	HGNC:29103	ENSG00000064270	ATP2C2	HPA	20210914	20210914
513	HGNC:830	ENSG00000110955	ATP5F1B	HPA	20210914	20210914
514	HGNC:14247	ENSG00000167283	ATP5MG	HPA	20210914	20210914
515	HGNC:840	ENSG00000116459	ATP5PB	HPA	20210914	20210914
516	HGNC:845	ENSG00000167863	ATP5PD	HPA	20210914	20210914
517	HGNC:850	ENSG00000241837	ATP5PO	HPA	20210914	20210914
518	HGNC:868	ENSG00000071553	ATP6AP1	HPA	20210914	20210914
519	HGNC:865	ENSG00000033627	ATP6V0A1	HPA	20210914	20210914
520	HGNC:861	ENSG00000117410	ATP6V0B	HPA	20210914	20210914
521	HGNC:18264	ENSG00000143882	ATP6V1C2	HPA	20210914	20210914
522	HGNC:857	ENSG00000131100	ATP6V1E1	HPA	20210914	20210914
523	HGNC:3706	ENSG00000081923	ATP8B1	HPA	20210914	20210914
524	HGNC:910	ENSG00000160862	AZGP1	HPA	20210914	20210914
525	HGNC:1076	ENSG00000107779	BMPR1A	HPA	20210914	20210914
526	HGNC:1077	ENSG00000138696	BMPR1B	HPA	20210914	20210914
527	HGNC:1078	ENSG00000204217	BMPR2	HPA	20210914	20210914
528	HGNC:1389	ENSG00000148408	CACNA1B	HPA	20210914	20210914
529	HGNC:1392	ENSG00000198216	CACNA1E	HPA	20210914	20210914
530	HGNC:1397	ENSG00000081248	CACNA1S	HPA	20210914	20210914
531	HGNC:1401	ENSG00000067191	CACNB1	HPA	20210914	20210914
532	HGNC:1402	ENSG00000165995	CACNB2	HPA	20210914	20210914
533	HGNC:1403	ENSG00000167535	CACNB3	HPA	20210914	20210914
534	HGNC:1405	ENSG00000108878	CACNG1	HPA	20210914	20210914
535	HGNC:1406	ENSG00000166862	CACNG2	HPA	20210914	20210914
536	HGNC:1407	ENSG00000006116	CACNG3	HPA	20210914	20210914
537	HGNC:1408	ENSG00000075461	CACNG4	HPA	20210914	20210914
538	HGNC:13625	ENSG00000130433	CACNG6	HPA	20210914	20210914
539	HGNC:13626	ENSG00000105605	CACNG7	HPA	20210914	20210914
540	HGNC:13628	ENSG00000142408	CACNG8	HPA	20210914	20210914
541	HGNC:1462	ENSG00000145349	CAMK2D	HPA	20210914	20210914
542	HGNC:17116	ENSG00000175294	CATSPER1	HPA	20210914	20210914
543	HGNC:1756	ENSG00000079112	CDH17	HPA	20210914	20210914
544	HGNC:13800	ENSG00000129749	CHRNA10	HPA	20210914	20210914
545	HGNC:15963	ENSG00000147434	CHRNA6	HPA	20210914	20210914
546	HGNC:14079	ENSG00000174343	CHRNA9	HPA	20210914	20210914
547	HGNC:1961	ENSG00000170175	CHRNB1	HPA	20210914	20210914
548	HGNC:1964	ENSG00000117971	CHRNB4	HPA	20210914	20210914
549	HGNC:1965	ENSG00000135902	CHRND	HPA	20210914	20210914
550	HGNC:2022	ENSG00000073464	CLCN4	HPA	20210914	20210914
551	HGNC:2023	ENSG00000171365	CLCN5	HPA	20210914	20210914
552	HGNC:2024	ENSG00000011021	CLCN6	HPA	20210914	20210914
553	HGNC:2025	ENSG00000103249	CLCN7	HPA	20210914	20210914
554	HGNC:2062	ENSG00000213719	CLIC1	HPA	20210914	20210914
555	HGNC:2064	ENSG00000169583	CLIC3	HPA	20210914	20210914
556	HGNC:13518	ENSG00000169504	CLIC4	HPA	20210914	20210914
557	HGNC:13517	ENSG00000112782	CLIC5	HPA	20210914	20210914
558	HGNC:2079	ENSG00000182372	CLN8	HPA	20210914	20210914
559	HGNC:2148	ENSG00000198515	CNGA1	HPA	20210914	20210914
560	HGNC:2149	ENSG00000183862	CNGA2	HPA	20210914	20210914
561	HGNC:2152	ENSG00000132259	CNGA4	HPA	20210914	20210914
562	HGNC:2151	ENSG00000070729	CNGB1	HPA	20210914	20210914
563	HGNC:2153	ENSG00000170289	CNGB3	HPA	20210914	20210914
564	HGNC:2359	ENSG00000150938	CRIM1	HPA	20210914	20210914
565	HGNC:2433	ENSG00000182578	CSF1R	HPA	20210914	20210914
566	HGNC:30239	ENSG00000120306	CYSTM1	HPA	20210914	20210914
567	HGNC:3225	ENSG00000184349	EFNA5	HPA	20210914	20210914
568	HGNC:3394	ENSG00000182580	EPHB3	HPA	20210914	20210914
569	HGNC:3395	ENSG00000196411	EPHB4	HPA	20210914	20210914
570	HGNC:3430	ENSG00000141736	ERBB2	HPA	20210914	20210914
571	HGNC:3431	ENSG00000065361	ERBB3	HPA	20210914	20210914
572	HGNC:3432	ENSG00000178568	ERBB4	HPA	20210914	20210914
573	HGNC:33714	ENSG00000139914	FITM1	HPA	20210914	20210914
574	HGNC:16135	ENSG00000197296	FITM2	HPA	20210914	20210914
575	HGNC:16971	ENSG00000166225	FRS2	HPA	20210914	20210914
576	HGNC:4027	ENSG00000089356	FXYD3	HPA	20210914	20210914
577	HGNC:4029	ENSG00000089327	FXYD5	HPA	20210914	20210914
578	HGNC:4030	ENSG00000137726	FXYD6	HPA	20210914	20210914
579	HGNC:4034	ENSG00000221946	FXYD7	HPA	20210914	20210914
580	HGNC:4075	ENSG00000022355	GABRA1	HPA	20210914	20210914
581	HGNC:4076	ENSG00000151834	GABRA2	HPA	20210914	20210914
582	HGNC:4077	ENSG00000011677	GABRA3	HPA	20210914	20210914
583	HGNC:4078	ENSG00000109158	GABRA4	HPA	20210914	20210914
584	HGNC:4079	ENSG00000186297	GABRA5	HPA	20210914	20210914
585	HGNC:4080	ENSG00000145863	GABRA6	HPA	20210914	20210914
586	HGNC:4081	ENSG00000163288	GABRB1	HPA	20210914	20210914
587	HGNC:4082	ENSG00000145864	GABRB2	HPA	20210914	20210914
588	HGNC:4083	ENSG00000166206	GABRB3	HPA	20210914	20210914
589	HGNC:4084	ENSG00000187730	GABRD	HPA	20210914	20210914
590	HGNC:4085	ENSG00000102287	GABRE	HPA	20210914	20210914
591	HGNC:4086	ENSG00000163285	GABRG1	HPA	20210914	20210914
592	HGNC:4087	ENSG00000113327	GABRG2	HPA	20210914	20210914
593	HGNC:4088	ENSG00000182256	GABRG3	HPA	20210914	20210914
594	HGNC:4089	ENSG00000094755	GABRP	HPA	20210914	20210914
595	HGNC:14454	ENSG00000268089	GABRQ	HPA	20210914	20210914
596	HGNC:4090	ENSG00000146276	GABRR1	HPA	20210914	20210914
597	HGNC:4091	ENSG00000111886	GABRR2	HPA	20210914	20210914
598	HGNC:17969	ENSG00000183185	GABRR3	HPA	20210914	20210914
599	HGNC:17281	ENSG00000165678	GHITM	HPA	20210914	20210914
600	HGNC:17494	ENSG00000198835	GJC2	HPA	20210914	20210914
601	HGNC:4326	ENSG00000145888	GLRA1	HPA	20210914	20210914
602	HGNC:4327	ENSG00000101958	GLRA2	HPA	20210914	20210914
603	HGNC:4328	ENSG00000145451	GLRA3	HPA	20210914	20210914
604	HGNC:31715	ENSG00000188828	GLRA4	HPA	20210914	20210914
605	HGNC:4329	ENSG00000109738	GLRB	HPA	20210914	20210914
606	HGNC:4440	ENSG00000203618	GP1BB	HPA	20210914	20210914
607	HGNC:16768	ENSG00000116032	GRIN3B	HPA	20210914	20210914
608	HGNC:5298	ENSG00000149305	HTR3B	HPA	20210914	20210914
609	HGNC:24003	ENSG00000178084	HTR3C	HPA	20210914	20210914
610	HGNC:24004	ENSG00000186090	HTR3D	HPA	20210914	20210914
611	HGNC:24005	ENSG00000186038	HTR3E	HPA	20210914	20210914
612	HGNC:5412	ENSG00000185885	IFITM1	HPA	20210914	20210914
613	HGNC:40022	ENSG00000244242	IFITM10	HPA	20210914	20210914
614	HGNC:5413	ENSG00000185201	IFITM2	HPA	20210914	20210914
615	HGNC:5414	ENSG00000142089	IFITM3	HPA	20210914	20210914
616	HGNC:6181	ENSG00000123104	ITPR2	HPA	20210914	20210914
617	HGNC:6219	ENSG00000143105	KCNA10	HPA	20210914	20210914
618	HGNC:6220	ENSG00000177301	KCNA2	HPA	20210914	20210914
619	HGNC:6221	ENSG00000177272	KCNA3	HPA	20210914	20210914
620	HGNC:6222	ENSG00000182255	KCNA4	HPA	20210914	20210914
621	HGNC:6224	ENSG00000130037	KCNA5	HPA	20210914	20210914
622	HGNC:6225	ENSG00000151079	KCNA6	HPA	20210914	20210914
623	HGNC:6226	ENSG00000104848	KCNA7	HPA	20210914	20210914
624	HGNC:6230	ENSG00000170049	KCNAB3	HPA	20210914	20210914
625	HGNC:6231	ENSG00000158445	KCNB1	HPA	20210914	20210914
626	HGNC:6232	ENSG00000182674	KCNB2	HPA	20210914	20210914
627	HGNC:6235	ENSG00000131398	KCNC3	HPA	20210914	20210914
628	HGNC:6236	ENSG00000116396	KCNC4	HPA	20210914	20210914
629	HGNC:6237	ENSG00000102057	KCND1	HPA	20210914	20210914
630	HGNC:6238	ENSG00000184408	KCND2	HPA	20210914	20210914
631	HGNC:6239	ENSG00000171385	KCND3	HPA	20210914	20210914
632	HGNC:6242	ENSG00000159197	KCNE2	HPA	20210914	20210914
633	HGNC:6246	ENSG00000162975	KCNF1	HPA	20210914	20210914
634	HGNC:6248	ENSG00000026559	KCNG1	HPA	20210914	20210914
635	HGNC:6249	ENSG00000178342	KCNG2	HPA	20210914	20210914
636	HGNC:18306	ENSG00000171126	KCNG3	HPA	20210914	20210914
637	HGNC:19697	ENSG00000168418	KCNG4	HPA	20210914	20210914
638	HGNC:6252	ENSG00000135519	KCNH3	HPA	20210914	20210914
639	HGNC:6253	ENSG00000089558	KCNH4	HPA	20210914	20210914
640	HGNC:6254	ENSG00000140015	KCNH5	HPA	20210914	20210914
641	HGNC:18862	ENSG00000173826	KCNH6	HPA	20210914	20210914
642	HGNC:18864	ENSG00000183960	KCNH8	HPA	20210914	20210914
643	HGNC:15521	ENSG00000182132	KCNIP1	HPA	20210914	20210914
644	HGNC:15522	ENSG00000120049	KCNIP2	HPA	20210914	20210914
645	HGNC:15523	ENSG00000115041	KCNIP3	HPA	20210914	20210914
646	HGNC:30083	ENSG00000185774	KCNIP4	HPA	20210914	20210914
647	HGNC:6255	ENSG00000151704	KCNJ1	HPA	20210914	20210914
648	HGNC:6256	ENSG00000177807	KCNJ10	HPA	20210914	20210914
649	HGNC:6259	ENSG00000115474	KCNJ13	HPA	20210914	20210914
650	HGNC:6261	ENSG00000157551	KCNJ15	HPA	20210914	20210914
651	HGNC:6262	ENSG00000153822	KCNJ16	HPA	20210914	20210914
652	HGNC:6263	ENSG00000123700	KCNJ2	HPA	20210914	20210914
653	HGNC:6265	ENSG00000168135	KCNJ4	HPA	20210914	20210914
654	HGNC:6269	ENSG00000121361	KCNJ8	HPA	20210914	20210914
655	HGNC:6284	ENSG00000156113	KCNMA1	HPA	20210914	20210914
656	HGNC:6297	ENSG00000184156	KCNQ3	HPA	20210914	20210914
657	HGNC:6298	ENSG00000117013	KCNQ4	HPA	20210914	20210914
658	HGNC:6299	ENSG00000185760	KCNQ5	HPA	20210914	20210914
659	HGNC:6300	ENSG00000124134	KCNS1	HPA	20210914	20210914
660	HGNC:6301	ENSG00000156486	KCNS2	HPA	20210914	20210914
661	HGNC:6302	ENSG00000170745	KCNS3	HPA	20210914	20210914
662	HGNC:18861	ENSG00000164794	KCNV1	HPA	20210914	20210914
663	HGNC:19698	ENSG00000168263	KCNV2	HPA	20210914	20210914
664	HGNC:6342	ENSG00000157404	KIT	HPA	20210914	20210914
665	HGNC:17550	ENSG00000183762	KREMEN1	HPA	20210914	20210914
666	HGNC:18797	ENSG00000131650	KREMEN2	HPA	20210914	20210914
667	HGNC:13646	ENSG00000104341	LAPTM4B	HPA	20210914	20210914
668	HGNC:26005	ENSG00000122188	LAX1	HPA	20210914	20210914
669	HGNC:6556	ENSG00000168924	LETM1	HPA	20210914	20210914
670	HGNC:23404	ENSG00000148602	LRIT1	HPA	20210914	20210914
671	HGNC:23443	ENSG00000204033	LRIT2	HPA	20210914	20210914
672	HGNC:19408	ENSG00000162951	LRRTM1	HPA	20210914	20210914
673	HGNC:19409	ENSG00000146006	LRRTM2	HPA	20210914	20210914
674	HGNC:19410	ENSG00000198739	LRRTM3	HPA	20210914	20210914
675	HGNC:25023	ENSG00000144771	LRTM1	HPA	20210914	20210914
676	HGNC:32443	ENSG00000166159	LRTM2	HPA	20210914	20210914
677	HGNC:25033	ENSG00000184154	LRTOMT	HPA	20210914	20210914
678	HGNC:28880	ENSG00000102158	MAGT1	HPA	20210914	20210914
679	HGNC:26183	ENSG00000175471	MCTP1	HPA	20210914	20210914
680	HGNC:25636	ENSG00000140563	MCTP2	HPA	20210914	20210914
681	HGNC:16894	ENSG00000109736	MFSD10	HPA	20210914	20210914
682	HGNC:25897	ENSG00000168389	MFSD2A	HPA	20210914	20210914
683	HGNC:25433	ENSG00000174514	MFSD4A	HPA	20210914	20210914
684	HGNC:21053	ENSG00000173214	MFSD4B	HPA	20210914	20210914
685	HGNC:13785	ENSG00000124532	MRS2	HPA	20210914	20210914
686	HGNC:25525	ENSG00000058804	NDC1	HPA	20210914	20210914
687	HGNC:7727	ENSG00000069869	NEDD4	HPA	20210914	20210914
688	HGNC:17043	ENSG00000170113	NIPA1	HPA	20210914	20210914
689	HGNC:7999	ENSG00000185737	NRG3	HPA	20210914	20210914
690	HGNC:8535	ENSG00000135124	P2RX4	HPA	20210914	20210914
691	HGNC:28858	ENSG00000178467	P4HTM	HPA	20210914	20210914
692	HGNC:30043	ENSG00000076641	PAG1	HPA	20210914	20210914
693	HGNC:21716	ENSG00000277481	PKD1L3	HPA	20210914	20210914
694	HGNC:9042	ENSG00000153246	PLA2R1	HPA	20210914	20210914
695	HGNC:19702	ENSG00000196313	POM121	HPA	20210914	20210914
696	HGNC:30799	ENSG00000135378	PRRG4	HPA	20210914	20210914
697	HGNC:13943	ENSG00000204314	PRRT1	HPA	20210914	20210914
698	HGNC:26591	ENSG00000163704	PRRT3	HPA	20210914	20210914
699	HGNC:9668	ENSG00000153707	PTPRD	HPA	20210914	20210914
700	HGNC:9670	ENSG00000142949	PTPRF	HPA	20210914	20210914
701	HGNC:9671	ENSG00000144724	PTPRG	HPA	20210914	20210914
702	HGNC:9683	ENSG00000060656	PTPRU	HPA	20210914	20210914
703	HGNC:9967	ENSG00000165731	RET	HPA	20210914	20210914
704	HGNC:14572	ENSG00000132677	RHBG	HPA	20210914	20210914
705	HGNC:25905	ENSG00000135119	RNFT2	HPA	20210914	20210914
706	HGNC:10256	ENSG00000185483	ROR1	HPA	20210914	20210914
707	HGNC:10483	ENSG00000196218	RYR1	HPA	20210914	20210914
708	HGNC:10484	ENSG00000198626	RYR2	HPA	20210914	20210914
709	HGNC:10485	ENSG00000198838	RYR3	HPA	20210914	20210914
710	HGNC:10586	ENSG00000105711	SCN1B	HPA	20210914	20210914
711	HGNC:10589	ENSG00000149575	SCN2B	HPA	20210914	20210914
712	HGNC:18277	ENSG00000132432	SEC61G	HPA	20210914	20210914
713	HGNC:10738	ENSG00000092421	SEMA6A	HPA	20210914	20210914
714	HGNC:33792	ENSG00000180440	SERTM1	HPA	20210914	20210914
715	HGNC:48576	ENSG00000260802	SERTM2	HPA	20210914	20210914
716	HGNC:16085	ENSG00000164466	SFXN1	HPA	20210914	20210914
717	HGNC:16086	ENSG00000156398	SFXN2	HPA	20210914	20210914
718	HGNC:16087	ENSG00000107819	SFXN3	HPA	20210914	20210914
719	HGNC:17710	ENSG00000137078	SIT1	HPA	20210914	20210914
720	HGNC:10912	ENSG00000070915	SLC12A3	HPA	20210914	20210914
721	HGNC:10913	ENSG00000124067	SLC12A4	HPA	20210914	20210914
722	HGNC:10914	ENSG00000140199	SLC12A6	HPA	20210914	20210914
723	HGNC:10915	ENSG00000113504	SLC12A7	HPA	20210914	20210914
724	HGNC:17435	ENSG00000146828	SLC12A9	HPA	20210914	20210914
725	HGNC:15827	ENSG00000164707	SLC13A4	HPA	20210914	20210914
726	HGNC:10919	ENSG00000132874	SLC14A2	HPA	20210914	20210914
727	HGNC:18068	ENSG00000110446	SLC15A3	HPA	20210914	20210914
728	HGNC:23090	ENSG00000139370	SLC15A4	HPA	20210914	20210914
729	HGNC:10923	ENSG00000147100	SLC16A2	HPA	20210914	20210914
730	HGNC:10932	ENSG00000146039	SLC17A4	HPA	20210914	20210914
731	HGNC:16192	ENSG00000101194	SLC17A9	HPA	20210914	20210914
732	HGNC:10935	ENSG00000165646	SLC18A2	HPA	20210914	20210914
733	HGNC:20301	ENSG00000163393	SLC22A15	HPA	20210914	20210914
734	HGNC:10964	ENSG00000110628	SLC22A18	HPA	20210914	20210914
735	HGNC:32935	ENSG00000196600	SLC22A25	HPA	20210914	20210914
736	HGNC:10975	ENSG00000074621	SLC24A1	HPA	20210914	20210914
737	HGNC:10977	ENSG00000185052	SLC24A3	HPA	20210914	20210914
738	HGNC:10978	ENSG00000140090	SLC24A4	HPA	20210914	20210914
739	HGNC:10979	ENSG00000100075	SLC25A1	HPA	20210914	20210914
740	HGNC:10986	ENSG00000122912	SLC25A16	HPA	20210914	20210914
741	HGNC:14411	ENSG00000183032	SLC25A21	HPA	20210914	20210914
