	HGNC_ID	Gene_symbol	Biological_process	Source	Source_Date	Download_Date
6670	HGNC:3824	FPGS	One-carbon metabolism	HPA	20210914	20210914
6671	HGNC:3826	FPR1	Chemotaxis	HPA	20210914	20210914
6672	HGNC:3827	FPR2	Chemotaxis	HPA	20210914	20210914
6673	HGNC:3828	FPR3	Chemotaxis	HPA	20210914	20210914
6674	HGNC:3944	FRAT1	Wnt signaling pathway	HPA	20210914	20210914
6675	HGNC:16048	FRAT2	Wnt signaling pathway	HPA	20210914	20210914
6676	HGNC:23399	FREM1	Cell adhesion	HPA	20210914	20210914
6677	HGNC:25396	FREM2	Cell adhesion	HPA	20210914	20210914
6678	HGNC:25172	FREM3	Cell adhesion	HPA	20210914	20210914
6679	HGNC:3954	FRG1	mRNA processing	HPA	20210914	20210914
6680	HGNC:3954	FRG1	mRNA splicing	HPA	20210914	20210914
6681	HGNC:3954	FRG1	Myogenesis	HPA	20210914	20210914
6682	HGNC:3954	FRG1	Ribosome biogenesis	HPA	20210914	20210914
6683	HGNC:3954	FRG1	rRNA processing	HPA	20210914	20210914
6684	HGNC:8079	FRMD7	Neurogenesis	HPA	20210914	20210914
6685	HGNC:27622	FRRS1	Electron transport	HPA	20210914	20210914
6686	HGNC:27622	FRRS1	Transport	HPA	20210914	20210914
6687	HGNC:29127	FRYL	Transcription	HPA	20210914	20210914
6688	HGNC:29127	FRYL	Transcription regulation	HPA	20210914	20210914
6689	HGNC:3959	FRZB	Differentiation	HPA	20210914	20210914
6690	HGNC:3959	FRZB	Wnt signaling pathway	HPA	20210914	20210914
6691	HGNC:43653	FSBP	Transcription	HPA	20210914	20210914
6692	HGNC:43653	FSBP	Transcription regulation	HPA	20210914	20210914
6693	HGNC:13745	FSD1	Cell cycle	HPA	20210914	20210914
6694	HGNC:13745	FSD1	Cell division	HPA	20210914	20210914
6695	HGNC:13745	FSD1	Mitosis	HPA	20210914	20210914
6696	HGNC:3973	FSTL3	Osteogenesis	HPA	20210914	20210914
6697	HGNC:3973	FSTL3	Transcription	HPA	20210914	20210914
6698	HGNC:3973	FSTL3	Transcription regulation	HPA	20210914	20210914
6699	HGNC:3974	FTCD	Histidine metabolism	HPA	20210914	20210914
6700	HGNC:3976	FTH1	Iron storage	HPA	20210914	20210914
6701	HGNC:3987	FTHL17	Iron storage	HPA	20210914	20210914
6702	HGNC:3999	FTL	Iron storage	HPA	20210914	20210914
6703	HGNC:17345	FTMT	Iron storage	HPA	20210914	20210914
6704	HGNC:13254	FTSJ1	tRNA processing	HPA	20210914	20210914
6705	HGNC:17136	FTSJ3	Ribosome biogenesis	HPA	20210914	20210914
6706	HGNC:17136	FTSJ3	rRNA processing	HPA	20210914	20210914
6707	HGNC:4004	FUBP1	Transcription	HPA	20210914	20210914
6708	HGNC:4004	FUBP1	Transcription regulation	HPA	20210914	20210914
6709	HGNC:4005	FUBP3	Transcription	HPA	20210914	20210914
6710	HGNC:4005	FUBP3	Transcription regulation	HPA	20210914	20210914
6711	HGNC:28746	FUNDC1	Autophagy	HPA	20210914	20210914
6712	HGNC:8568	FURIN	Host-virus interaction	HPA	20210914	20210914
6713	HGNC:26219	FUZ	Cilium biogenesis/degradation	HPA	20210914	20210914
6714	HGNC:26219	FUZ	Protein transport	HPA	20210914	20210914
6715	HGNC:26219	FUZ	Transport	HPA	20210914	20210914
6716	HGNC:3951	FXN	Heme biosynthesis	HPA	20210914	20210914
6717	HGNC:3951	FXN	Ion transport	HPA	20210914	20210914
6718	HGNC:3951	FXN	Iron storage	HPA	20210914	20210914
6719	HGNC:3951	FXN	Iron transport	HPA	20210914	20210914
6720	HGNC:3951	FXN	Transport	HPA	20210914	20210914
6721	HGNC:4023	FXR1	Differentiation	HPA	20210914	20210914
6722	HGNC:4023	FXR1	Myogenesis	HPA	20210914	20210914
6723	HGNC:4025	FXYD1	Ion transport	HPA	20210914	20210914
6724	HGNC:4025	FXYD1	Potassium transport	HPA	20210914	20210914
6725	HGNC:4025	FXYD1	Sodium transport	HPA	20210914	20210914
6726	HGNC:4025	FXYD1	Sodium/potassium transport	HPA	20210914	20210914
6727	HGNC:4025	FXYD1	Transport	HPA	20210914	20210914
6728	HGNC:4026	FXYD2	Ion transport	HPA	20210914	20210914
6729	HGNC:4026	FXYD2	Potassium transport	HPA	20210914	20210914
6730	HGNC:4026	FXYD2	Sodium transport	HPA	20210914	20210914
6731	HGNC:4026	FXYD2	Sodium/potassium transport	HPA	20210914	20210914
6732	HGNC:4026	FXYD2	Transport	HPA	20210914	20210914
6733	HGNC:4027	FXYD3	Ion transport	HPA	20210914	20210914
6734	HGNC:4027	FXYD3	Potassium transport	HPA	20210914	20210914
6735	HGNC:4027	FXYD3	Sodium transport	HPA	20210914	20210914
6736	HGNC:4027	FXYD3	Sodium/potassium transport	HPA	20210914	20210914
6737	HGNC:4027	FXYD3	Transport	HPA	20210914	20210914
6738	HGNC:4028	FXYD4	Ion transport	HPA	20210914	20210914
6739	HGNC:4028	FXYD4	Transport	HPA	20210914	20210914
6740	HGNC:4029	FXYD5	Ion transport	HPA	20210914	20210914
6741	HGNC:4029	FXYD5	Transport	HPA	20210914	20210914
6742	HGNC:4030	FXYD6	Ion transport	HPA	20210914	20210914
6743	HGNC:4030	FXYD6	Transport	HPA	20210914	20210914
6744	HGNC:4034	FXYD7	Ion transport	HPA	20210914	20210914
6745	HGNC:4034	FXYD7	Transport	HPA	20210914	20210914
6746	HGNC:4037	FYN	Adaptive immunity	HPA	20210914	20210914
6747	HGNC:4037	FYN	Host-virus interaction	HPA	20210914	20210914
6748	HGNC:4037	FYN	Immunity	HPA	20210914	20210914
6749	HGNC:25407	FYTTD1	mRNA transport	HPA	20210914	20210914
6750	HGNC:25407	FYTTD1	Transport	HPA	20210914	20210914
6751	HGNC:4038	FZD1	Wnt signaling pathway	HPA	20210914	20210914
6752	HGNC:4039	FZD10	Wnt signaling pathway	HPA	20210914	20210914
6753	HGNC:4040	FZD2	Wnt signaling pathway	HPA	20210914	20210914
6754	HGNC:4041	FZD3	Neurogenesis	HPA	20210914	20210914
6755	HGNC:4041	FZD3	Wnt signaling pathway	HPA	20210914	20210914
6756	HGNC:4042	FZD4	Wnt signaling pathway	HPA	20210914	20210914
6757	HGNC:4043	FZD5	Wnt signaling pathway	HPA	20210914	20210914
6758	HGNC:4044	FZD6	Wnt signaling pathway	HPA	20210914	20210914
6759	HGNC:4045	FZD7	Wnt signaling pathway	HPA	20210914	20210914
6760	HGNC:4046	FZD8	Wnt signaling pathway	HPA	20210914	20210914
6761	HGNC:4047	FZD9	Wnt signaling pathway	HPA	20210914	20210914
6762	HGNC:24824	FZR1	Cell cycle	HPA	20210914	20210914
6763	HGNC:24824	FZR1	Cell division	HPA	20210914	20210914
6764	HGNC:24824	FZR1	DNA damage	HPA	20210914	20210914
6765	HGNC:24824	FZR1	DNA repair	HPA	20210914	20210914
6766	HGNC:24824	FZR1	Mitosis	HPA	20210914	20210914
6767	HGNC:24824	FZR1	Ubl conjugation pathway	HPA	20210914	20210914
6768	HGNC:30229	G0S2	Apoptosis	HPA	20210914	20210914
6769	HGNC:20338	G2E3	Apoptosis	HPA	20210914	20210914
6770	HGNC:20338	G2E3	Ubl conjugation pathway	HPA	20210914	20210914
6771	HGNC:30292	G3BP1	Host-virus interaction	HPA	20210914	20210914
6772	HGNC:30292	G3BP1	Immunity	HPA	20210914	20210914
6773	HGNC:30292	G3BP1	Innate immunity	HPA	20210914	20210914
6774	HGNC:30292	G3BP1	Transport	HPA	20210914	20210914
6775	HGNC:30291	G3BP2	Host-virus interaction	HPA	20210914	20210914
6776	HGNC:30291	G3BP2	Immunity	HPA	20210914	20210914
6777	HGNC:30291	G3BP2	Innate immunity	HPA	20210914	20210914
6778	HGNC:30291	G3BP2	mRNA transport	HPA	20210914	20210914
6779	HGNC:30291	G3BP2	Transport	HPA	20210914	20210914
6780	HGNC:4056	G6PC	Gluconeogenesis	HPA	20210914	20210914
6781	HGNC:28906	G6PC2	Gluconeogenesis	HPA	20210914	20210914
6782	HGNC:24861	G6PC3	Gluconeogenesis	HPA	20210914	20210914
6783	HGNC:4057	G6PD	Carbohydrate metabolism	HPA	20210914	20210914
6784	HGNC:4057	G6PD	Glucose metabolism	HPA	20210914	20210914
6785	HGNC:4067	GABARAP	Apoptosis	HPA	20210914	20210914
6786	HGNC:4067	GABARAP	Autophagy	HPA	20210914	20210914
6787	HGNC:4067	GABARAP	Protein transport	HPA	20210914	20210914
6788	HGNC:4067	GABARAP	Transport	HPA	20210914	20210914
6789	HGNC:4068	GABARAPL1	Autophagy	HPA	20210914	20210914
6790	HGNC:13291	GABARAPL2	Autophagy	HPA	20210914	20210914
6791	HGNC:13291	GABARAPL2	Protein transport	HPA	20210914	20210914
6792	HGNC:13291	GABARAPL2	Transport	HPA	20210914	20210914
6793	HGNC:4071	GABPA	Transcription	HPA	20210914	20210914
6794	HGNC:4071	GABPA	Transcription regulation	HPA	20210914	20210914
6795	HGNC:4074	GABPB1	Transcription	HPA	20210914	20210914
6796	HGNC:4074	GABPB1	Transcription regulation	HPA	20210914	20210914
6797	HGNC:28441	GABPB2	Transcription	HPA	20210914	20210914
6798	HGNC:28441	GABPB2	Transcription regulation	HPA	20210914	20210914
6799	HGNC:4075	GABRA1	Ion transport	HPA	20210914	20210914
6800	HGNC:4075	GABRA1	Transport	HPA	20210914	20210914
6801	HGNC:4076	GABRA2	Ion transport	HPA	20210914	20210914
6802	HGNC:4076	GABRA2	Transport	HPA	20210914	20210914
6803	HGNC:4077	GABRA3	Ion transport	HPA	20210914	20210914
6804	HGNC:4077	GABRA3	Transport	HPA	20210914	20210914
6805	HGNC:4078	GABRA4	Ion transport	HPA	20210914	20210914
6806	HGNC:4078	GABRA4	Transport	HPA	20210914	20210914
6807	HGNC:4079	GABRA5	Ion transport	HPA	20210914	20210914
6808	HGNC:4079	GABRA5	Transport	HPA	20210914	20210914
6809	HGNC:4080	GABRA6	Ion transport	HPA	20210914	20210914
6810	HGNC:4080	GABRA6	Transport	HPA	20210914	20210914
6811	HGNC:4081	GABRB1	Ion transport	HPA	20210914	20210914
6812	HGNC:4081	GABRB1	Transport	HPA	20210914	20210914
6813	HGNC:4082	GABRB2	Ion transport	HPA	20210914	20210914
6814	HGNC:4082	GABRB2	Transport	HPA	20210914	20210914
6815	HGNC:4083	GABRB3	Ion transport	HPA	20210914	20210914
6816	HGNC:4083	GABRB3	Transport	HPA	20210914	20210914
6817	HGNC:4084	GABRD	Ion transport	HPA	20210914	20210914
6818	HGNC:4084	GABRD	Transport	HPA	20210914	20210914
6819	HGNC:4085	GABRE	Ion transport	HPA	20210914	20210914
6820	HGNC:4085	GABRE	Transport	HPA	20210914	20210914
6821	HGNC:4086	GABRG1	Ion transport	HPA	20210914	20210914
6822	HGNC:4086	GABRG1	Transport	HPA	20210914	20210914
6823	HGNC:4087	GABRG2	Ion transport	HPA	20210914	20210914
6824	HGNC:4087	GABRG2	Transport	HPA	20210914	20210914
6825	HGNC:4088	GABRG3	Ion transport	HPA	20210914	20210914
6826	HGNC:4088	GABRG3	Transport	HPA	20210914	20210914
6827	HGNC:4089	GABRP	Ion transport	HPA	20210914	20210914
6828	HGNC:4089	GABRP	Transport	HPA	20210914	20210914
6829	HGNC:14454	GABRQ	Ion transport	HPA	20210914	20210914
6830	HGNC:14454	GABRQ	Transport	HPA	20210914	20210914
6831	HGNC:4090	GABRR1	Ion transport	HPA	20210914	20210914
6832	HGNC:4090	GABRR1	Transport	HPA	20210914	20210914
6833	HGNC:4091	GABRR2	Ion transport	HPA	20210914	20210914
6834	HGNC:4091	GABRR2	Transport	HPA	20210914	20210914
6835	HGNC:17969	GABRR3	Ion transport	HPA	20210914	20210914
6836	HGNC:17969	GABRR3	Transport	HPA	20210914	20210914
6837	HGNC:4092	GAD1	Neurotransmitter biosynthesis	HPA	20210914	20210914
6838	HGNC:4093	GAD2	Neurotransmitter biosynthesis	HPA	20210914	20210914
6839	HGNC:4095	GADD45A	Cell cycle	HPA	20210914	20210914
6840	HGNC:4095	GADD45A	DNA damage	HPA	20210914	20210914
6841	HGNC:4095	GADD45A	Growth arrest	HPA	20210914	20210914
6842	HGNC:4096	GADD45B	Apoptosis	HPA	20210914	20210914
6843	HGNC:4096	GADD45B	Differentiation	HPA	20210914	20210914
6844	HGNC:4097	GADD45G	Apoptosis	HPA	20210914	20210914
6845	HGNC:4097	GADD45G	Differentiation	HPA	20210914	20210914
6846	HGNC:29996	GADD45GIP1	Cell cycle	HPA	20210914	20210914
6847	HGNC:29996	GADD45GIP1	Host-virus interaction	HPA	20210914	20210914
6848	HGNC:4113	GAK	Cell cycle	HPA	20210914	20210914
6849	HGNC:24240	GAL3ST1	Lipid metabolism	HPA	20210914	20210914
6850	HGNC:24240	GAL3ST1	Sphingolipid metabolism	HPA	20210914	20210914
6851	HGNC:4115	GALC	Lipid degradation	HPA	20210914	20210914
6852	HGNC:4115	GALC	Lipid metabolism	HPA	20210914	20210914
6853	HGNC:4115	GALC	Sphingolipid metabolism	HPA	20210914	20210914
6854	HGNC:4116	GALE	Carbohydrate metabolism	HPA	20210914	20210914
6855	HGNC:4116	GALE	Galactose metabolism	HPA	20210914	20210914
6856	HGNC:4118	GALK1	Carbohydrate metabolism	HPA	20210914	20210914
6857	HGNC:4118	GALK1	Galactose metabolism	HPA	20210914	20210914
6858	HGNC:24063	GALM	Carbohydrate metabolism	HPA	20210914	20210914
6859	HGNC:19875	GALNT11	Notch signaling pathway	HPA	20210914	20210914
6860	HGNC:4130	GALNT8	Ion transport	HPA	20210914	20210914
6861	HGNC:4130	GALNT8	Potassium transport	HPA	20210914	20210914
6862	HGNC:4130	GALNT8	Transport	HPA	20210914	20210914
6863	HGNC:21725	GALNTL5	Differentiation	HPA	20210914	20210914
6864	HGNC:21725	GALNTL5	Spermatogenesis	HPA	20210914	20210914
6865	HGNC:4135	GALT	Carbohydrate metabolism	HPA	20210914	20210914
6866	HGNC:4135	GALT	Galactose metabolism	HPA	20210914	20210914
6867	HGNC:4137	GAN	Ubl conjugation pathway	HPA	20210914	20210914
6868	HGNC:4140	GAP43	Differentiation	HPA	20210914	20210914
6869	HGNC:4140	GAP43	Growth regulation	HPA	20210914	20210914
6870	HGNC:4140	GAP43	Neurogenesis	HPA	20210914	20210914
6871	HGNC:4141	GAPDH	Apoptosis	HPA	20210914	20210914
6872	HGNC:4141	GAPDH	Glycolysis	HPA	20210914	20210914
6873	HGNC:4141	GAPDH	Translation regulation	HPA	20210914	20210914
6874	HGNC:24864	GAPDHS	Glycolysis	HPA	20210914	20210914
6875	HGNC:26588	GAPT	B-cell activation	HPA	20210914	20210914
6876	HGNC:23375	GAPVD1	Endocytosis	HPA	20210914	20210914
6877	HGNC:14264	GAR1	Ribosome biogenesis	HPA	20210914	20210914
6878	HGNC:14264	GAR1	rRNA processing	HPA	20210914	20210914
6879	HGNC:4162	GARS	Protein biosynthesis	HPA	20210914	20210914
6880	HGNC:4163	GART	Purine biosynthesis	HPA	20210914	20210914
6881	HGNC:4165	GAS1	Cell cycle	HPA	20210914	20210914
6882	HGNC:4165	GAS1	Growth arrest	HPA	20210914	20210914
6883	HGNC:4167	GAS2	Apoptosis	HPA	20210914	20210914
6884	HGNC:4167	GAS2	Cell cycle	HPA	20210914	20210914
6885	HGNC:4167	GAS2	Cell shape	HPA	20210914	20210914
6886	HGNC:4167	GAS2	Growth arrest	HPA	20210914	20210914
6887	HGNC:4168	GAS6	Growth regulation	HPA	20210914	20210914
6888	HGNC:4168	GAS6	Host-virus interaction	HPA	20210914	20210914
6889	HGNC:4169	GAS7	Differentiation	HPA	20210914	20210914
6890	HGNC:4169	GAS7	Neurogenesis	HPA	20210914	20210914
6891	HGNC:4170	GATA1	Transcription	HPA	20210914	20210914
6892	HGNC:4170	GATA1	Transcription regulation	HPA	20210914	20210914
6893	HGNC:4171	GATA2	Phagocytosis	HPA	20210914	20210914
6894	HGNC:4171	GATA2	Transcription	HPA	20210914	20210914
6895	HGNC:4171	GATA2	Transcription regulation	HPA	20210914	20210914
6896	HGNC:4172	GATA3	Immunity	HPA	20210914	20210914
6897	HGNC:4172	GATA3	Innate immunity	HPA	20210914	20210914
6898	HGNC:4172	GATA3	Transcription	HPA	20210914	20210914
6899	HGNC:4172	GATA3	Transcription regulation	HPA	20210914	20210914
6900	HGNC:4173	GATA4	Transcription	HPA	20210914	20210914
6901	HGNC:4173	GATA4	Transcription regulation	HPA	20210914	20210914
6902	HGNC:15802	GATA5	Transcription	HPA	20210914	20210914
6903	HGNC:15802	GATA5	Transcription regulation	HPA	20210914	20210914
6904	HGNC:4174	GATA6	Transcription	HPA	20210914	20210914
6905	HGNC:4174	GATA6	Transcription regulation	HPA	20210914	20210914
6906	HGNC:29989	GATAD2A	Transcription	HPA	20210914	20210914
6907	HGNC:29989	GATAD2A	Transcription regulation	HPA	20210914	20210914
6908	HGNC:30778	GATAD2B	Transcription	HPA	20210914	20210914
6909	HGNC:30778	GATAD2B	Transcription regulation	HPA	20210914	20210914
6910	HGNC:8849	GATB	Protein biosynthesis	HPA	20210914	20210914
6911	HGNC:25068	GATC	Protein biosynthesis	HPA	20210914	20210914
6912	HGNC:4177	GBA	Cholesterol metabolism	HPA	20210914	20210914
6913	HGNC:4177	GBA	Lipid metabolism	HPA	20210914	20210914
6914	HGNC:4177	GBA	Sphingolipid metabolism	HPA	20210914	20210914
6915	HGNC:4177	GBA	Steroid metabolism	HPA	20210914	20210914
6916	HGNC:4177	GBA	Sterol metabolism	HPA	20210914	20210914
6917	HGNC:18986	GBA2	Cholesterol metabolism	HPA	20210914	20210914
6918	HGNC:18986	GBA2	Lipid metabolism	HPA	20210914	20210914
6919	HGNC:18986	GBA2	Sphingolipid metabolism	HPA	20210914	20210914
6920	HGNC:18986	GBA2	Steroid metabolism	HPA	20210914	20210914
6921	HGNC:18986	GBA2	Sterol metabolism	HPA	20210914	20210914
6922	HGNC:4180	GBE1	Glycogen biosynthesis	HPA	20210914	20210914
6923	HGNC:4181	GBF1	Host-virus interaction	HPA	20210914	20210914
6924	HGNC:4181	GBF1	Protein transport	HPA	20210914	20210914
6925	HGNC:4181	GBF1	Transport	HPA	20210914	20210914
6926	HGNC:4182	GBP1	Antiviral defense	HPA	20210914	20210914
6927	HGNC:4182	GBP1	Immunity	HPA	20210914	20210914
6928	HGNC:4184	GBP3	Antiviral defense	HPA	20210914	20210914
6929	HGNC:4184	GBP3	Immunity	HPA	20210914	20210914
6930	HGNC:19895	GBP5	Immunity	HPA	20210914	20210914
6931	HGNC:19895	GBP5	Inflammatory response	HPA	20210914	20210914
6932	HGNC:4185	GBX1	Transcription	HPA	20210914	20210914
6933	HGNC:4185	GBX1	Transcription regulation	HPA	20210914	20210914
6934	HGNC:4186	GBX2	Transcription	HPA	20210914	20210914
6935	HGNC:4186	GBX2	Transcription regulation	HPA	20210914	20210914
6936	HGNC:4187	GC	Transport	HPA	20210914	20210914
6937	HGNC:23218	GCC2	Protein transport	HPA	20210914	20210914
6938	HGNC:23218	GCC2	Transport	HPA	20210914	20210914
6939	HGNC:1317	GCFC2	mRNA processing	HPA	20210914	20210914
6940	HGNC:1317	GCFC2	mRNA splicing	HPA	20210914	20210914
6941	HGNC:1317	GCFC2	Transcription	HPA	20210914	20210914
6942	HGNC:1317	GCFC2	Transcription regulation	HPA	20210914	20210914
6943	HGNC:4193	GCH1	Tetrahydrobiopterin biosynthesis	HPA	20210914	20210914
6944	HGNC:4195	GCK	Glycolysis	HPA	20210914	20210914
6945	HGNC:4311	GCLC	Glutathione biosynthesis	HPA	20210914	20210914
6946	HGNC:4312	GCLM	Glutathione biosynthesis	HPA	20210914	20210914
6947	HGNC:4197	GCM1	Transcription	HPA	20210914	20210914
6948	HGNC:4197	GCM1	Transcription regulation	HPA	20210914	20210914
6949	HGNC:4198	GCM2	Transcription	HPA	20210914	20210914
6950	HGNC:4198	GCM2	Transcription regulation	HPA	20210914	20210914
6951	HGNC:4199	GCN1	Stress response	HPA	20210914	20210914
6952	HGNC:4199	GCN1	Translation regulation	HPA	20210914	20210914
6953	HGNC:41244	GCSAML-AS1	Olfaction	HPA	20210914	20210914
6954	HGNC:41244	GCSAML-AS1	Sensory transduction	HPA	20210914	20210914
6955	HGNC:4215	GDF10	Osteogenesis	HPA	20210914	20210914
6956	HGNC:4217	GDF2	Angiogenesis	HPA	20210914	20210914
6957	HGNC:4220	GDF5	Chondrogenesis	HPA	20210914	20210914
6958	HGNC:4221	GDF6	Apoptosis	HPA	20210914	20210914
6959	HGNC:28804	GDPD5	Neurogenesis	HPA	20210914	20210914
6960	HGNC:10884	GEMIN2	mRNA processing	HPA	20210914	20210914
6961	HGNC:10884	GEMIN2	mRNA splicing	HPA	20210914	20210914
6962	HGNC:15717	GEMIN4	mRNA processing	HPA	20210914	20210914
6963	HGNC:15717	GEMIN4	mRNA splicing	HPA	20210914	20210914
6964	HGNC:20043	GEMIN5	mRNA processing	HPA	20210914	20210914
6965	HGNC:20043	GEMIN5	mRNA splicing	HPA	20210914	20210914
6966	HGNC:20043	GEMIN5	Protein biosynthesis	HPA	20210914	20210914
6967	HGNC:20043	GEMIN5	Translation regulation	HPA	20210914	20210914
6968	HGNC:20044	GEMIN6	mRNA processing	HPA	20210914	20210914
6969	HGNC:20044	GEMIN6	mRNA splicing	HPA	20210914	20210914
6970	HGNC:20045	GEMIN7	mRNA processing	HPA	20210914	20210914
6971	HGNC:20045	GEMIN7	mRNA splicing	HPA	20210914	20210914
6972	HGNC:26044	GEMIN8	mRNA processing	HPA	20210914	20210914
6973	HGNC:26044	GEMIN8	mRNA splicing	HPA	20210914	20210914
6974	HGNC:26881	GEN1	DNA damage	HPA	20210914	20210914
6975	HGNC:26881	GEN1	DNA repair	HPA	20210914	20210914
6976	HGNC:21690	GET4	Transport	HPA	20210914	20210914
6977	HGNC:4237	GFI1	Transcription	HPA	20210914	20210914
6978	HGNC:4237	GFI1	Transcription regulation	HPA	20210914	20210914
6979	HGNC:4238	GFI1B	Transcription	HPA	20210914	20210914
6980	HGNC:4238	GFI1B	Transcription regulation	HPA	20210914	20210914
6981	HGNC:13780	GFM1	Protein biosynthesis	HPA	20210914	20210914
6982	HGNC:29682	GFM2	Protein biosynthesis	HPA	20210914	20210914
6983	HGNC:4241	GFPT1	Biological rhythms	HPA	20210914	20210914
6984	HGNC:44663	GFY	Olfaction	HPA	20210914	20210914
6985	HGNC:44663	GFY	Sensory transduction	HPA	20210914	20210914
6986	HGNC:17842	GGA1	Protein transport	HPA	20210914	20210914
6987	HGNC:17842	GGA1	Transport	HPA	20210914	20210914
6988	HGNC:16064	GGA2	Protein transport	HPA	20210914	20210914
6989	HGNC:16064	GGA2	Transport	HPA	20210914	20210914
6990	HGNC:17079	GGA3	Protein transport	HPA	20210914	20210914
6991	HGNC:17079	GGA3	Transport	HPA	20210914	20210914
6992	HGNC:18869	GGN	Differentiation	HPA	20210914	20210914
6993	HGNC:18869	GGN	Spermatogenesis	HPA	20210914	20210914
6994	HGNC:19357	GGNBP2	Differentiation	HPA	20210914	20210914
6995	HGNC:19357	GGNBP2	Spermatogenesis	HPA	20210914	20210914
6996	HGNC:4249	GGPS1	Isoprene biosynthesis	HPA	20210914	20210914
6997	HGNC:4250	GGT1	Glutathione biosynthesis	HPA	20210914	20210914
6998	HGNC:4260	GGT5	Glutathione biosynthesis	HPA	20210914	20210914
6999	HGNC:4260	GGT5	Leukotriene biosynthesis	HPA	20210914	20210914
7000	HGNC:26891	GGT6	Glutathione biosynthesis	HPA	20210914	20210914
7001	HGNC:4259	GGT7	Glutathione biosynthesis	HPA	20210914	20210914
7002	HGNC:17281	GHITM	Apoptosis	HPA	20210914	20210914
7003	HGNC:4263	GHR	Endocytosis	HPA	20210914	20210914
7004	HGNC:15857	GID8	Wnt signaling pathway	HPA	20210914	20210914
7005	HGNC:4268	GIF	Cobalt transport	HPA	20210914	20210914
7006	HGNC:4268	GIF	Ion transport	HPA	20210914	20210914
7007	HGNC:4268	GIF	Transport	HPA	20210914	20210914
7008	HGNC:28980	GINS1	DNA replication	HPA	20210914	20210914
7009	HGNC:24575	GINS2	DNA replication	HPA	20210914	20210914
7010	HGNC:25851	GINS3	DNA replication	HPA	20210914	20210914
7011	HGNC:28226	GINS4	DNA replication	HPA	20210914	20210914
7012	HGNC:4284	GJB2	Hearing	HPA	20210914	20210914
7013	HGNC:4288	GJB6	Hearing	HPA	20210914	20210914
7014	HGNC:4289	GK	Glycerol metabolism	HPA	20210914	20210914
7015	HGNC:4291	GK2	Glycerol metabolism	HPA	20210914	20210914
7016	HGNC:4292	GK3P	Glycerol metabolism	HPA	20210914	20210914
7017	HGNC:28635	GK5	Glycerol metabolism	HPA	20210914	20210914
7018	HGNC:29514	GLDN	Differentiation	HPA	20210914	20210914
7019	HGNC:29514	GLDN	Neurogenesis	HPA	20210914	20210914
7020	HGNC:4315	GLE1	mRNA transport	HPA	20210914	20210914
7021	HGNC:4315	GLE1	Protein transport	HPA	20210914	20210914
7022	HGNC:4315	GLE1	Translocation	HPA	20210914	20210914
7023	HGNC:4315	GLE1	Transport	HPA	20210914	20210914
7024	HGNC:4317	GLI1	Differentiation	HPA	20210914	20210914
7025	HGNC:4317	GLI1	Transcription	HPA	20210914	20210914
7026	HGNC:4317	GLI1	Transcription regulation	HPA	20210914	20210914
7027	HGNC:4318	GLI2	Transcription	HPA	20210914	20210914
7028	HGNC:4318	GLI2	Transcription regulation	HPA	20210914	20210914
7029	HGNC:4319	GLI3	Transcription	HPA	20210914	20210914
7030	HGNC:4319	GLI3	Transcription regulation	HPA	20210914	20210914
7031	HGNC:28392	GLIPR1L1	Fertilization	HPA	20210914	20210914
7032	HGNC:29525	GLIS1	Differentiation	HPA	20210914	20210914
7033	HGNC:29525	GLIS1	Transcription	HPA	20210914	20210914
7034	HGNC:29525	GLIS1	Transcription regulation	HPA	20210914	20210914
7035	HGNC:29450	GLIS2	Differentiation	HPA	20210914	20210914
7036	HGNC:29450	GLIS2	Neurogenesis	HPA	20210914	20210914
7037	HGNC:29450	GLIS2	Transcription	HPA	20210914	20210914
7038	HGNC:29450	GLIS2	Transcription regulation	HPA	20210914	20210914
7039	HGNC:28510	GLIS3	Transcription	HPA	20210914	20210914
7040	HGNC:28510	GLIS3	Transcription regulation	HPA	20210914	20210914
7041	HGNC:4326	GLRA1	Ion transport	HPA	20210914	20210914
7042	HGNC:4326	GLRA1	Transport	HPA	20210914	20210914
7043	HGNC:4327	GLRA2	Ion transport	HPA	20210914	20210914
7044	HGNC:4327	GLRA2	Transport	HPA	20210914	20210914
7045	HGNC:4328	GLRA3	Ion transport	HPA	20210914	20210914
7046	HGNC:4328	GLRA3	Transport	HPA	20210914	20210914
7047	HGNC:31715	GLRA4	Ion transport	HPA	20210914	20210914
7048	HGNC:31715	GLRA4	Transport	HPA	20210914	20210914
7049	HGNC:4329	GLRB	Ion transport	HPA	20210914	20210914
7050	HGNC:4329	GLRB	Transport	HPA	20210914	20210914
7051	HGNC:4330	GLRX	Electron transport	HPA	20210914	20210914
7052	HGNC:4330	GLRX	Transport	HPA	20210914	20210914
7053	HGNC:16065	GLRX2	Electron transport	HPA	20210914	20210914
7054	HGNC:16065	GLRX2	Transport	HPA	20210914	20210914
7055	HGNC:24867	GLTP	Lipid transport	HPA	20210914	20210914
7056	HGNC:24867	GLTP	Transport	HPA	20210914	20210914
7057	HGNC:4341	GLUL	Angiogenesis	HPA	20210914	20210914
7058	HGNC:13734	GLYAT	Detoxification	HPA	20210914	20210914
7059	HGNC:4367	GM2A	Lipid metabolism	HPA	20210914	20210914
7060	HGNC:4367	GM2A	Sphingolipid metabolism	HPA	20210914	20210914
