	HGNC_ID	Gene_symbol	Molecular_function	Source	Source_Date	Download_Date
9322	HGNC:6522	LCAT	Transferase	HPA	20210914	20210914
9323	HGNC:29461	LCE3A	Antimicrobial	HPA	20210914	20210914
9324	HGNC:29462	LCE3B	Antimicrobial	HPA	20210914	20210914
9325	HGNC:16612	LCE3C	Antimicrobial	HPA	20210914	20210914
9326	HGNC:6524	LCK	Kinase	HPA	20210914	20210914
9327	HGNC:6524	LCK	Transferase	HPA	20210914	20210914
9328	HGNC:6524	LCK	Tyrosine-protein kinase	HPA	20210914	20210914
9329	HGNC:26756	LCLAT1	Acyltransferase	HPA	20210914	20210914
9330	HGNC:26756	LCLAT1	Developmental protein	HPA	20210914	20210914
9331	HGNC:26756	LCLAT1	Transferase	HPA	20210914	20210914
9332	HGNC:17557	LCMT1	Methyltransferase	HPA	20210914	20210914
9333	HGNC:17557	LCMT1	Transferase	HPA	20210914	20210914
9334	HGNC:17558	LCMT2	Methyltransferase	HPA	20210914	20210914
9335	HGNC:17558	LCMT2	Transferase	HPA	20210914	20210914
9336	HGNC:29503	LCOR	Activator	HPA	20210914	20210914
9337	HGNC:29503	LCOR	DNA-binding	HPA	20210914	20210914
9338	HGNC:29503	LCOR	Repressor	HPA	20210914	20210914
9339	HGNC:30776	LCORL	Activator	HPA	20210914	20210914
9340	HGNC:30776	LCORL	DNA-binding	HPA	20210914	20210914
9341	HGNC:6528	LCP1	Actin-binding	HPA	20210914	20210914
9342	HGNC:6530	LCT	Glycosidase	HPA	20210914	20210914
9343	HGNC:6530	LCT	Hydrolase	HPA	20210914	20210914
9344	HGNC:6530	LCT	Multifunctional enzyme	HPA	20210914	20210914
9345	HGNC:26145	LDAH	Hydrolase	HPA	20210914	20210914
9346	HGNC:6532	LDB1	Developmental protein	HPA	20210914	20210914
9347	HGNC:6535	LDHA	Oxidoreductase	HPA	20210914	20210914
9348	HGNC:28335	LDHAL6A	Oxidoreductase	HPA	20210914	20210914
9349	HGNC:21481	LDHAL6B	Oxidoreductase	HPA	20210914	20210914
9350	HGNC:6541	LDHB	Oxidoreductase	HPA	20210914	20210914
9351	HGNC:6544	LDHC	Oxidoreductase	HPA	20210914	20210914
9352	HGNC:19708	LDHD	Oxidoreductase	HPA	20210914	20210914
9353	HGNC:6547	LDLR	Host cell receptor for virus entry	HPA	20210914	20210914
9354	HGNC:6547	LDLR	Receptor	HPA	20210914	20210914
9355	HGNC:32069	LDLRAD1	Receptor	HPA	20210914	20210914
9356	HGNC:32071	LDLRAD2	Receptor	HPA	20210914	20210914
9357	HGNC:27046	LDLRAD3	Receptor	HPA	20210914	20210914
9358	HGNC:1224	LDLRAD4	Signal transduction inhibitor	HPA	20210914	20210914
9359	HGNC:29571	LEAP2	Antibiotic	HPA	20210914	20210914
9360	HGNC:29571	LEAP2	Antimicrobial	HPA	20210914	20210914
9361	HGNC:6551	LEF1	Activator	HPA	20210914	20210914
9362	HGNC:6551	LEF1	DNA-binding	HPA	20210914	20210914
9363	HGNC:6552	LEFTY1	Cytokine	HPA	20210914	20210914
9364	HGNC:6552	LEFTY1	Developmental protein	HPA	20210914	20210914
9365	HGNC:6552	LEFTY1	Growth factor	HPA	20210914	20210914
9366	HGNC:3122	LEFTY2	Cytokine	HPA	20210914	20210914
9367	HGNC:3122	LEFTY2	Developmental protein	HPA	20210914	20210914
9368	HGNC:3122	LEFTY2	Growth factor	HPA	20210914	20210914
9369	HGNC:28887	LEMD3	DNA-binding	HPA	20210914	20210914
9370	HGNC:30401	LEO1	Activator	HPA	20210914	20210914
9371	HGNC:6554	LEPR	Receptor	HPA	20210914	20210914
9372	HGNC:31953	LEUTX	DNA-binding	HPA	20210914	20210914
9373	HGNC:6560	LFNG	Developmental protein	HPA	20210914	20210914
9374	HGNC:6560	LFNG	Glycosyltransferase	HPA	20210914	20210914
9375	HGNC:6560	LFNG	Transferase	HPA	20210914	20210914
9376	HGNC:15449	LGALS13	Hemagglutinin	HPA	20210914	20210914
9377	HGNC:6563	LGALS3	IgE-binding protein	HPA	20210914	20210914
9378	HGNC:9472	LGMN	Hydrolase	HPA	20210914	20210914
9379	HGNC:9472	LGMN	Protease	HPA	20210914	20210914
9380	HGNC:9472	LGMN	Thiol protease	HPA	20210914	20210914
9381	HGNC:13299	LGR4	Developmental protein	HPA	20210914	20210914
9382	HGNC:13299	LGR4	G-protein coupled receptor	HPA	20210914	20210914
9383	HGNC:13299	LGR4	Receptor	HPA	20210914	20210914
9384	HGNC:13299	LGR4	Transducer	HPA	20210914	20210914
9385	HGNC:4504	LGR5	G-protein coupled receptor	HPA	20210914	20210914
9386	HGNC:4504	LGR5	Receptor	HPA	20210914	20210914
9387	HGNC:4504	LGR5	Transducer	HPA	20210914	20210914
9388	HGNC:19719	LGR6	G-protein coupled receptor	HPA	20210914	20210914
9389	HGNC:19719	LGR6	Receptor	HPA	20210914	20210914
9390	HGNC:19719	LGR6	Transducer	HPA	20210914	20210914
9391	HGNC:6584	LHB	Hormone	HPA	20210914	20210914
9392	HGNC:6585	LHCGR	G-protein coupled receptor	HPA	20210914	20210914
9393	HGNC:6585	LHCGR	Receptor	HPA	20210914	20210914
9394	HGNC:6585	LHCGR	Transducer	HPA	20210914	20210914
9395	HGNC:30042	LHPP	Hydrolase	HPA	20210914	20210914
9396	HGNC:6593	LHX1	Developmental protein	HPA	20210914	20210914
9397	HGNC:6593	LHX1	DNA-binding	HPA	20210914	20210914
9398	HGNC:6594	LHX2	Activator	HPA	20210914	20210914
9399	HGNC:6594	LHX2	DNA-binding	HPA	20210914	20210914
9400	HGNC:6595	LHX3	Activator	HPA	20210914	20210914
9401	HGNC:6595	LHX3	DNA-binding	HPA	20210914	20210914
9402	HGNC:21734	LHX4	DNA-binding	HPA	20210914	20210914
9403	HGNC:14216	LHX5	DNA-binding	HPA	20210914	20210914
9404	HGNC:21735	LHX6	Developmental protein	HPA	20210914	20210914
9405	HGNC:21735	LHX6	DNA-binding	HPA	20210914	20210914
9406	HGNC:28838	LHX8	DNA-binding	HPA	20210914	20210914
9407	HGNC:14222	LHX9	DNA-binding	HPA	20210914	20210914
9408	HGNC:16429	LIAS	Transferase	HPA	20210914	20210914
9409	HGNC:6596	LIF	Cytokine	HPA	20210914	20210914
9410	HGNC:6596	LIF	Growth factor	HPA	20210914	20210914
9411	HGNC:6597	LIFR	Receptor	HPA	20210914	20210914
9412	HGNC:6598	LIG1	Ligase	HPA	20210914	20210914
9413	HGNC:6600	LIG3	Ligase	HPA	20210914	20210914
9414	HGNC:6601	LIG4	Ligase	HPA	20210914	20210914
9415	HGNC:6602	LILRA1	Receptor	HPA	20210914	20210914
9416	HGNC:6603	LILRA2	Receptor	HPA	20210914	20210914
9417	HGNC:15503	LILRA4	Receptor	HPA	20210914	20210914
9418	HGNC:16309	LILRA5	Receptor	HPA	20210914	20210914
9419	HGNC:15495	LILRA6	Receptor	HPA	20210914	20210914
9420	HGNC:6606	LILRB2	Receptor	HPA	20210914	20210914
9421	HGNC:6607	LILRB3	Receptor	HPA	20210914	20210914
9422	HGNC:6608	LILRB4	Receptor	HPA	20210914	20210914
9423	HGNC:6609	LILRB5	Receptor	HPA	20210914	20210914
9424	HGNC:6610	LIM2	Eye lens protein	HPA	20210914	20210914
9425	HGNC:24636	LIMA1	Actin-binding	HPA	20210914	20210914
9426	HGNC:6612	LIMD1	Repressor	HPA	20210914	20210914
9427	HGNC:6613	LIMK1	Kinase	HPA	20210914	20210914
9428	HGNC:6613	LIMK1	Serine/threonine-protein kinase	HPA	20210914	20210914
9429	HGNC:6613	LIMK1	Transferase	HPA	20210914	20210914
9430	HGNC:6614	LIMK2	Kinase	HPA	20210914	20210914
9431	HGNC:6614	LIMK2	Serine/threonine-protein kinase	HPA	20210914	20210914
9432	HGNC:6614	LIMK2	Transferase	HPA	20210914	20210914
9433	HGNC:15986	LIN28A	RNA-binding	HPA	20210914	20210914
9434	HGNC:32207	LIN28B	RNA-binding	HPA	20210914	20210914
9435	HGNC:25397	LIN54	Activator	HPA	20210914	20210914
9436	HGNC:25397	LIN54	DNA-binding	HPA	20210914	20210914
9437	HGNC:25397	LIN54	Repressor	HPA	20210914	20210914
9438	HGNC:6617	LIPA	Hydrolase	HPA	20210914	20210914
9439	HGNC:6619	LIPC	Heparin-binding	HPA	20210914	20210914
9440	HGNC:6619	LIPC	Hydrolase	HPA	20210914	20210914
9441	HGNC:6621	LIPE	Hydrolase	HPA	20210914	20210914
9442	HGNC:6622	LIPF	Hydrolase	HPA	20210914	20210914
9443	HGNC:6623	LIPG	Heparin-binding	HPA	20210914	20210914
9444	HGNC:6623	LIPG	Hydrolase	HPA	20210914	20210914
9445	HGNC:18483	LIPH	Heparin-binding	HPA	20210914	20210914
9446	HGNC:18483	LIPH	Hydrolase	HPA	20210914	20210914
9447	HGNC:18821	LIPI	Heparin-binding	HPA	20210914	20210914
9448	HGNC:18821	LIPI	Hydrolase	HPA	20210914	20210914
9449	HGNC:21773	LIPJ	Hydrolase	HPA	20210914	20210914
9450	HGNC:23444	LIPK	Hydrolase	HPA	20210914	20210914
9451	HGNC:23455	LIPM	Hydrolase	HPA	20210914	20210914
9452	HGNC:23452	LIPN	Hydrolase	HPA	20210914	20210914
9453	HGNC:29569	LIPT1	Acyltransferase	HPA	20210914	20210914
9454	HGNC:29569	LIPT1	Transferase	HPA	20210914	20210914
9455	HGNC:37216	LIPT2	Acyltransferase	HPA	20210914	20210914
9456	HGNC:37216	LIPT2	Ligase	HPA	20210914	20210914
9457	HGNC:37216	LIPT2	Transferase	HPA	20210914	20210914
9458	HGNC:16841	LITAF	DNA-binding	HPA	20210914	20210914
9459	HGNC:13243	LMBR1	Receptor	HPA	20210914	20210914
9460	HGNC:18268	LMBR1L	Receptor	HPA	20210914	20210914
9461	HGNC:6633	LMCD1	Repressor	HPA	20210914	20210914
9462	HGNC:14154	LMF1	Chaperone	HPA	20210914	20210914
9463	HGNC:15991	LMLN	Hydrolase	HPA	20210914	20210914
9464	HGNC:15991	LMLN	Metalloprotease	HPA	20210914	20210914
9465	HGNC:15991	LMLN	Protease	HPA	20210914	20210914
9466	HGNC:6647	LMOD1	Actin-binding	HPA	20210914	20210914
9467	HGNC:6648	LMOD2	Actin-binding	HPA	20210914	20210914
9468	HGNC:17880	LMTK2	Kinase	HPA	20210914	20210914
9469	HGNC:17880	LMTK2	Serine/threonine-protein kinase	HPA	20210914	20210914
9470	HGNC:17880	LMTK2	Transferase	HPA	20210914	20210914
9471	HGNC:19295	LMTK3	Kinase	HPA	20210914	20210914
9472	HGNC:19295	LMTK3	Serine/threonine-protein kinase	HPA	20210914	20210914
9473	HGNC:19295	LMTK3	Transferase	HPA	20210914	20210914
9474	HGNC:6653	LMX1A	Activator	HPA	20210914	20210914
9475	HGNC:6653	LMX1A	Developmental protein	HPA	20210914	20210914
9476	HGNC:6653	LMX1A	DNA-binding	HPA	20210914	20210914
9477	HGNC:6654	LMX1B	Activator	HPA	20210914	20210914
9478	HGNC:6654	LMX1B	Developmental protein	HPA	20210914	20210914
9479	HGNC:6654	LMX1B	DNA-binding	HPA	20210914	20210914
9480	HGNC:6656	LNPEP	Aminopeptidase	HPA	20210914	20210914
9481	HGNC:6656	LNPEP	Hydrolase	HPA	20210914	20210914
9482	HGNC:6656	LNPEP	Metalloprotease	HPA	20210914	20210914
9483	HGNC:6656	LNPEP	Protease	HPA	20210914	20210914
9484	HGNC:21610	LNPK	Developmental protein	HPA	20210914	20210914
9485	HGNC:6657	LNX1	Transferase	HPA	20210914	20210914
9486	HGNC:9479	LONP1	DNA-binding	HPA	20210914	20210914
9487	HGNC:9479	LONP1	Hydrolase	HPA	20210914	20210914
9488	HGNC:9479	LONP1	Protease	HPA	20210914	20210914
9489	HGNC:9479	LONP1	Serine protease	HPA	20210914	20210914
9490	HGNC:20598	LONP2	Hydrolase	HPA	20210914	20210914
9491	HGNC:20598	LONP2	Protease	HPA	20210914	20210914
9492	HGNC:20598	LONP2	Serine protease	HPA	20210914	20210914
9493	HGNC:6664	LOX	Oxidoreductase	HPA	20210914	20210914
9494	HGNC:6665	LOXL1	Oxidoreductase	HPA	20210914	20210914
9495	HGNC:6666	LOXL2	Chromatin regulator	HPA	20210914	20210914
9496	HGNC:6666	LOXL2	Oxidoreductase	HPA	20210914	20210914
9497	HGNC:6666	LOXL2	Repressor	HPA	20210914	20210914
9498	HGNC:13869	LOXL3	Oxidoreductase	HPA	20210914	20210914
9499	HGNC:17171	LOXL4	Oxidoreductase	HPA	20210914	20210914
9500	HGNC:6667	LPA	Hydrolase	HPA	20210914	20210914
9501	HGNC:6667	LPA	Protease	HPA	20210914	20210914
9502	HGNC:6667	LPA	Serine protease	HPA	20210914	20210914
9503	HGNC:3166	LPAR1	G-protein coupled receptor	HPA	20210914	20210914
9504	HGNC:3166	LPAR1	Receptor	HPA	20210914	20210914
9505	HGNC:3166	LPAR1	Transducer	HPA	20210914	20210914
9506	HGNC:3168	LPAR2	G-protein coupled receptor	HPA	20210914	20210914
9507	HGNC:3168	LPAR2	Receptor	HPA	20210914	20210914
9508	HGNC:3168	LPAR2	Transducer	HPA	20210914	20210914
9509	HGNC:14298	LPAR3	G-protein coupled receptor	HPA	20210914	20210914
9510	HGNC:14298	LPAR3	Receptor	HPA	20210914	20210914
9511	HGNC:14298	LPAR3	Transducer	HPA	20210914	20210914
9512	HGNC:4478	LPAR4	G-protein coupled receptor	HPA	20210914	20210914
9513	HGNC:4478	LPAR4	Receptor	HPA	20210914	20210914
9514	HGNC:4478	LPAR4	Transducer	HPA	20210914	20210914
9515	HGNC:13307	LPAR5	G-protein coupled receptor	HPA	20210914	20210914
9516	HGNC:13307	LPAR5	Receptor	HPA	20210914	20210914
9517	HGNC:13307	LPAR5	Transducer	HPA	20210914	20210914
9518	HGNC:15520	LPAR6	G-protein coupled receptor	HPA	20210914	20210914
9519	HGNC:15520	LPAR6	Receptor	HPA	20210914	20210914
9520	HGNC:15520	LPAR6	Transducer	HPA	20210914	20210914
9521	HGNC:25718	LPCAT1	Acyltransferase	HPA	20210914	20210914
9522	HGNC:25718	LPCAT1	Transferase	HPA	20210914	20210914
9523	HGNC:26032	LPCAT2	Acyltransferase	HPA	20210914	20210914
9524	HGNC:26032	LPCAT2	Transferase	HPA	20210914	20210914
9525	HGNC:30244	LPCAT3	Acyltransferase	HPA	20210914	20210914
9526	HGNC:30244	LPCAT3	Transferase	HPA	20210914	20210914
9527	HGNC:30059	LPCAT4	Acyltransferase	HPA	20210914	20210914
9528	HGNC:30059	LPCAT4	Transferase	HPA	20210914	20210914
9529	HGNC:28985	LPGAT1	Acyltransferase	HPA	20210914	20210914
9530	HGNC:28985	LPGAT1	Transferase	HPA	20210914	20210914
9531	HGNC:13345	LPIN1	Hydrolase	HPA	20210914	20210914
9532	HGNC:14450	LPIN2	Hydrolase	HPA	20210914	20210914
9533	HGNC:14451	LPIN3	Hydrolase	HPA	20210914	20210914
9534	HGNC:6677	LPL	Heparin-binding	HPA	20210914	20210914
9535	HGNC:6677	LPL	Hydrolase	HPA	20210914	20210914
9536	HGNC:6678	LPO	Antimicrobial	HPA	20210914	20210914
9537	HGNC:6678	LPO	Oxidoreductase	HPA	20210914	20210914
9538	HGNC:6678	LPO	Peroxidase	HPA	20210914	20210914
9539	HGNC:6679	LPP	Activator	HPA	20210914	20210914
9540	HGNC:14061	LPXN	Activator	HPA	20210914	20210914
9541	HGNC:6685	LRAT	Acyltransferase	HPA	20210914	20210914
9542	HGNC:6685	LRAT	Transferase	HPA	20210914	20210914
9543	HGNC:21964	LRGUK	Kinase	HPA	20210914	20210914
9544	HGNC:21964	LRGUK	Transferase	HPA	20210914	20210914
9545	HGNC:30299	LRIF1	Repressor	HPA	20210914	20210914
9546	HGNC:30991	LRIG3	Developmental protein	HPA	20210914	20210914
9547	HGNC:6692	LRP1	Developmental protein	HPA	20210914	20210914
9548	HGNC:6692	LRP1	Receptor	HPA	20210914	20210914
9549	HGNC:14553	LRP10	Receptor	HPA	20210914	20210914
9550	HGNC:16936	LRP11	Receptor	HPA	20210914	20210914
9551	HGNC:31708	LRP12	Receptor	HPA	20210914	20210914
9552	HGNC:6693	LRP1B	Receptor	HPA	20210914	20210914
9553	HGNC:6694	LRP2	Receptor	HPA	20210914	20210914
9554	HGNC:6695	LRP3	Receptor	HPA	20210914	20210914
9555	HGNC:6696	LRP4	Developmental protein	HPA	20210914	20210914
9556	HGNC:6696	LRP4	Receptor	HPA	20210914	20210914
9557	HGNC:6697	LRP5	Developmental protein	HPA	20210914	20210914
9558	HGNC:6697	LRP5	Receptor	HPA	20210914	20210914
9559	HGNC:6698	LRP6	Developmental protein	HPA	20210914	20210914
9560	HGNC:6698	LRP6	Receptor	HPA	20210914	20210914
9561	HGNC:6700	LRP8	Receptor	HPA	20210914	20210914
9562	HGNC:6701	LRPAP1	Heparin-binding	HPA	20210914	20210914
9563	HGNC:15714	LRPPRC	DNA-binding	HPA	20210914	20210914
9564	HGNC:15714	LRPPRC	RNA-binding	HPA	20210914	20210914
9565	HGNC:31409	LRRC26	Ion channel	HPA	20210914	20210914
9566	HGNC:4161	LRRC32	Growth factor binding	HPA	20210914	20210914
9567	HGNC:27005	LRRC38	Ion channel	HPA	20210914	20210914
9568	HGNC:28228	LRRC39	Muscle protein	HPA	20210914	20210914
9569	HGNC:32156	LRRC52	Ion channel	HPA	20210914	20210914
9570	HGNC:32324	LRRC55	Ion channel	HPA	20210914	20210914
9571	HGNC:19027	LRRC8A	Ion channel	HPA	20210914	20210914
9572	HGNC:30692	LRRC8B	Ion channel	HPA	20210914	20210914
9573	HGNC:25075	LRRC8C	Ion channel	HPA	20210914	20210914
9574	HGNC:16992	LRRC8D	Ion channel	HPA	20210914	20210914
9575	HGNC:26272	LRRC8E	Ion channel	HPA	20210914	20210914
9576	HGNC:6702	LRRFIP1	DNA-binding	HPA	20210914	20210914
9577	HGNC:6702	LRRFIP1	Repressor	HPA	20210914	20210914
9578	HGNC:18608	LRRK1	Kinase	HPA	20210914	20210914
9579	HGNC:18608	LRRK1	Serine/threonine-protein kinase	HPA	20210914	20210914
9580	HGNC:18608	LRRK1	Transferase	HPA	20210914	20210914
9581	HGNC:18618	LRRK2	GTPase activation	HPA	20210914	20210914
9582	HGNC:18618	LRRK2	Hydrolase	HPA	20210914	20210914
9583	HGNC:18618	LRRK2	Kinase	HPA	20210914	20210914
9584	HGNC:18618	LRRK2	Serine/threonine-protein kinase	HPA	20210914	20210914
9585	HGNC:18618	LRRK2	Transferase	HPA	20210914	20210914
9586	HGNC:25135	LRSAM1	Transferase	HPA	20210914	20210914
9587	HGNC:25033	LRTOMT	Methyltransferase	HPA	20210914	20210914
9588	HGNC:25033	LRTOMT	Transferase	HPA	20210914	20210914
9589	HGNC:21769	LRWD1	Chromatin regulator	HPA	20210914	20210914
9590	HGNC:25652	LSG1	Hydrolase	HPA	20210914	20210914
9591	HGNC:20472	LSM1	Ribonucleoprotein	HPA	20210914	20210914
9592	HGNC:20472	LSM1	RNA-binding	HPA	20210914	20210914
9593	HGNC:17562	LSM10	Ribonucleoprotein	HPA	20210914	20210914
9594	HGNC:17562	LSM10	RNA-binding	HPA	20210914	20210914
9595	HGNC:30860	LSM11	Ribonucleoprotein	HPA	20210914	20210914
9596	HGNC:30860	LSM11	RNA-binding	HPA	20210914	20210914
9597	HGNC:24489	LSM14A	Developmental protein	HPA	20210914	20210914
9598	HGNC:24489	LSM14A	Repressor	HPA	20210914	20210914
9599	HGNC:24489	LSM14A	Ribonucleoprotein	HPA	20210914	20210914
9600	HGNC:15887	LSM14B	Developmental protein	HPA	20210914	20210914
9601	HGNC:15887	LSM14B	Ribonucleoprotein	HPA	20210914	20210914
9602	HGNC:13940	LSM2	Ribonucleoprotein	HPA	20210914	20210914
9603	HGNC:13940	LSM2	RNA-binding	HPA	20210914	20210914
9604	HGNC:17874	LSM3	Ribonucleoprotein	HPA	20210914	20210914
9605	HGNC:17874	LSM3	RNA-binding	HPA	20210914	20210914
9606	HGNC:17259	LSM4	Ribonucleoprotein	HPA	20210914	20210914
9607	HGNC:17259	LSM4	RNA-binding	HPA	20210914	20210914
9608	HGNC:17162	LSM5	Ribonucleoprotein	HPA	20210914	20210914
9609	HGNC:17162	LSM5	RNA-binding	HPA	20210914	20210914
9610	HGNC:17017	LSM6	Ribonucleoprotein	HPA	20210914	20210914
9611	HGNC:17017	LSM6	RNA-binding	HPA	20210914	20210914
9612	HGNC:20470	LSM7	Ribonucleoprotein	HPA	20210914	20210914
9613	HGNC:20470	LSM7	RNA-binding	HPA	20210914	20210914
9614	HGNC:20471	LSM8	Ribonucleoprotein	HPA	20210914	20210914
9615	HGNC:20471	LSM8	RNA-binding	HPA	20210914	20210914
9616	HGNC:29572	LSR	Receptor	HPA	20210914	20210914
9617	HGNC:6708	LSS	Isomerase	HPA	20210914	20210914
9618	HGNC:6709	LTA	Cytokine	HPA	20210914	20210914
9619	HGNC:6710	LTA4H	Hydrolase	HPA	20210914	20210914
9620	HGNC:6710	LTA4H	Metalloprotease	HPA	20210914	20210914
9621	HGNC:6710	LTA4H	Protease	HPA	20210914	20210914
9622	HGNC:6711	LTB	Cytokine	HPA	20210914	20210914
9623	HGNC:6713	LTB4R	G-protein coupled receptor	HPA	20210914	20210914
9624	HGNC:6713	LTB4R	Receptor	HPA	20210914	20210914
9625	HGNC:6713	LTB4R	Transducer	HPA	20210914	20210914
9626	HGNC:19260	LTB4R2	G-protein coupled receptor	HPA	20210914	20210914
9627	HGNC:19260	LTB4R2	Receptor	HPA	20210914	20210914
9628	HGNC:19260	LTB4R2	Transducer	HPA	20210914	20210914
9629	HGNC:6714	LTBP1	Growth factor binding	HPA	20210914	20210914
9630	HGNC:6715	LTBP2	Growth factor binding	HPA	20210914	20210914
9631	HGNC:6715	LTBP2	Heparin-binding	HPA	20210914	20210914
9632	HGNC:6716	LTBP3	Growth factor binding	HPA	20210914	20210914
9633	HGNC:6717	LTBP4	Growth factor binding	HPA	20210914	20210914
9634	HGNC:6718	LTBR	Receptor	HPA	20210914	20210914
9635	HGNC:6719	LTC4S	Lyase	HPA	20210914	20210914
9636	HGNC:6719	LTC4S	Transferase	HPA	20210914	20210914
9637	HGNC:6720	LTF	Antibiotic	HPA	20210914	20210914
9638	HGNC:6720	LTF	Antimicrobial	HPA	20210914	20210914
9639	HGNC:6720	LTF	DNA-binding	HPA	20210914	20210914
9640	HGNC:6720	LTF	Heparin-binding	HPA	20210914	20210914
9641	HGNC:6720	LTF	Hydrolase	HPA	20210914	20210914
9642	HGNC:6720	LTF	Protease	HPA	20210914	20210914
9643	HGNC:6720	LTF	Serine protease	HPA	20210914	20210914
9644	HGNC:6721	LTK	Kinase	HPA	20210914	20210914
9645	HGNC:6721	LTK	Receptor	HPA	20210914	20210914
9646	HGNC:6721	LTK	Transferase	HPA	20210914	20210914
9647	HGNC:6721	LTK	Tyrosine-protein kinase	HPA	20210914	20210914
9648	HGNC:13082	LTN1	Transferase	HPA	20210914	20210914
9649	HGNC:24309	LUC7L3	DNA-binding	HPA	20210914	20210914
9650	HGNC:24971	LUZP4	RNA-binding	HPA	20210914	20210914
9651	HGNC:26904	LVRN	Hydrolase	HPA	20210914	20210914
9652	HGNC:26904	LVRN	Metalloprotease	HPA	20210914	20210914
9653	HGNC:26904	LVRN	Protease	HPA	20210914	20210914
9654	HGNC:13347	LXN	Heparin-binding	HPA	20210914	20210914
9655	HGNC:13347	LXN	Metalloenzyme inhibitor	HPA	20210914	20210914
9656	HGNC:13347	LXN	Metalloprotease inhibitor	HPA	20210914	20210914
9657	HGNC:13347	LXN	Protease inhibitor	HPA	20210914	20210914
9658	HGNC:6729	LY75	Receptor	HPA	20210914	20210914
9659	HGNC:26021	LYAR	DNA-binding	HPA	20210914	20210914
9660	HGNC:26021	LYAR	Repressor	HPA	20210914	20210914
9661	HGNC:27014	LYG1	Glycosidase	HPA	20210914	20210914
9662	HGNC:27014	LYG1	Hydrolase	HPA	20210914	20210914
9663	HGNC:29615	LYG2	Glycosidase	HPA	20210914	20210914
9664	HGNC:29615	LYG2	Hydrolase	HPA	20210914	20210914
9665	HGNC:6734	LYL1	DNA-binding	HPA	20210914	20210914
9666	HGNC:6735	LYN	Kinase	HPA	20210914	20210914
9667	HGNC:6735	LYN	Transferase	HPA	20210914	20210914
9668	HGNC:6735	LYN	Tyrosine-protein kinase	HPA	20210914	20210914
9669	HGNC:6737	LYPLA1	Hydrolase	HPA	20210914	20210914
9670	HGNC:6738	LYPLA2	Hydrolase	HPA	20210914	20210914
9671	HGNC:20440	LYPLAL1	Hydrolase	HPA	20210914	20210914
9672	HGNC:28072	LYRM7	Chaperone	HPA	20210914	20210914
9673	HGNC:14687	LYVE1	Receptor	HPA	20210914	20210914
9674	HGNC:6740	LYZ	Antimicrobial	HPA	20210914	20210914
9675	HGNC:6740	LYZ	Bacteriolytic enzyme	HPA	20210914	20210914
9676	HGNC:6740	LYZ	Glycosidase	HPA	20210914	20210914
9677	HGNC:6740	LYZ	Hydrolase	HPA	20210914	20210914
9678	HGNC:30502	LYZL1	Glycosidase	HPA	20210914	20210914
9679	HGNC:30502	LYZL1	Hydrolase	HPA	20210914	20210914
9680	HGNC:29613	LYZL2	Glycosidase	HPA	20210914	20210914
9681	HGNC:29613	LYZL2	Hydrolase	HPA	20210914	20210914
9682	HGNC:29614	LYZL6	Antimicrobial	HPA	20210914	20210914
9683	HGNC:29614	LYZL6	Bacteriolytic enzyme	HPA	20210914	20210914
9684	HGNC:29614	LYZL6	Glycosidase	HPA	20210914	20210914
9685	HGNC:29614	LYZL6	Hydrolase	HPA	20210914	20210914
9686	HGNC:6752	M6PR	Receptor	HPA	20210914	20210914
9687	HGNC:6757	MAB21L1	Developmental protein	HPA	20210914	20210914
9688	HGNC:6757	MAB21L1	Nucleotidyltransferase	HPA	20210914	20210914
9689	HGNC:6757	MAB21L1	Transferase	HPA	20210914	20210914
9690	HGNC:6758	MAB21L2	Developmental protein	HPA	20210914	20210914
9691	HGNC:30215	MACC1	Activator	HPA	20210914	20210914
9692	HGNC:30215	MACC1	Growth factor	HPA	20210914	20210914
9693	HGNC:30215	MACC1	Mitogen	HPA	20210914	20210914
9694	HGNC:13664	MACF1	Actin-binding	HPA	20210914	20210914
9695	HGNC:29598	MACROD1	Hydrolase	HPA	20210914	20210914
9696	HGNC:16126	MACROD2	Hydrolase	HPA	20210914	20210914
9697	HGNC:6766	MADD	Guanine-nucleotide releasing factor	HPA	20210914	20210914
9698	HGNC:13731	MAEA	Actin-binding	HPA	20210914	20210914
9699	HGNC:13731	MAEA	Transferase	HPA	20210914	20210914
9700	HGNC:25929	MAEL	Developmental protein	HPA	20210914	20210914
9701	HGNC:25929	MAEL	DNA-binding	HPA	20210914	20210914
9702	HGNC:6776	MAF	Activator	HPA	20210914	20210914
9703	HGNC:6776	MAF	DNA-binding	HPA	20210914	20210914
9704	HGNC:6776	MAF	Repressor	HPA	20210914	20210914
9705	HGNC:24966	MAF1	Repressor	HPA	20210914	20210914
9706	HGNC:23145	MAFA	Activator	HPA	20210914	20210914
9707	HGNC:23145	MAFA	DNA-binding	HPA	20210914	20210914
9708	HGNC:6408	MAFB	Activator	HPA	20210914	20210914
9709	HGNC:6408	MAFB	DNA-binding	HPA	20210914	20210914
9710	HGNC:6408	MAFB	Repressor	HPA	20210914	20210914
9711	HGNC:6780	MAFF	DNA-binding	HPA	20210914	20210914
9712	HGNC:6780	MAFF	Repressor	HPA	20210914	20210914
9713	HGNC:6781	MAFG	DNA-binding	HPA	20210914	20210914
9714	HGNC:6781	MAFG	Repressor	HPA	20210914	20210914
9715	HGNC:6782	MAFK	DNA-binding	HPA	20210914	20210914
