	HGNC_ID	Gene_symbol	Molecular_function	Source	Source_Date	Download_Date
0	HGNC:24086	A1CF	RNA-binding	HPA	20210914	20210914
1	HGNC:7	A2M	Protease inhibitor	HPA	20210914	20210914
2	HGNC:7	A2M	Serine protease inhibitor	HPA	20210914	20210914
3	HGNC:23336	A2ML1	Protease inhibitor	HPA	20210914	20210914
4	HGNC:23336	A2ML1	Serine protease inhibitor	HPA	20210914	20210914
5	HGNC:30005	A3GALT2	Glycosyltransferase	HPA	20210914	20210914
6	HGNC:30005	A3GALT2	Transferase	HPA	20210914	20210914
7	HGNC:18149	A4GALT	Glycosyltransferase	HPA	20210914	20210914
8	HGNC:18149	A4GALT	Transferase	HPA	20210914	20210914
9	HGNC:17968	A4GNT	Glycosyltransferase	HPA	20210914	20210914
10	HGNC:17968	A4GNT	Transferase	HPA	20210914	20210914
11	HGNC:21298	AACS	Ligase	HPA	20210914	20210914
12	HGNC:17	AADAC	Hydrolase	HPA	20210914	20210914
13	HGNC:24427	AADACL2	Hydrolase	HPA	20210914	20210914
14	HGNC:32037	AADACL3	Hydrolase	HPA	20210914	20210914
15	HGNC:32038	AADACL4	Hydrolase	HPA	20210914	20210914
16	HGNC:17929	AADAT	Aminotransferase	HPA	20210914	20210914
17	HGNC:17929	AADAT	Transferase	HPA	20210914	20210914
18	HGNC:19679	AAK1	Kinase	HPA	20210914	20210914
19	HGNC:19679	AAK1	Serine/threonine-protein kinase	HPA	20210914	20210914
20	HGNC:19679	AAK1	Transferase	HPA	20210914	20210914
21	HGNC:18	AAMP	Developmental protein	HPA	20210914	20210914
22	HGNC:19	AANAT	Acyltransferase	HPA	20210914	20210914
23	HGNC:19	AANAT	Transferase	HPA	20210914	20210914
24	HGNC:20	AARS	Aminoacyl-tRNA synthetase	HPA	20210914	20210914
25	HGNC:20	AARS	Ligase	HPA	20210914	20210914
26	HGNC:20	AARS	RNA-binding	HPA	20210914	20210914
27	HGNC:20	AARS	tRNA-binding	HPA	20210914	20210914
28	HGNC:21022	AARS2	Aminoacyl-tRNA synthetase	HPA	20210914	20210914
29	HGNC:21022	AARS2	Ligase	HPA	20210914	20210914
30	HGNC:21022	AARS2	RNA-binding	HPA	20210914	20210914
31	HGNC:21022	AARS2	tRNA-binding	HPA	20210914	20210914
32	HGNC:23993	AASDH	Ligase	HPA	20210914	20210914
33	HGNC:14235	AASDHPPT	Transferase	HPA	20210914	20210914
34	HGNC:17366	AASS	Multifunctional enzyme	HPA	20210914	20210914
35	HGNC:17366	AASS	Oxidoreductase	HPA	20210914	20210914
36	HGNC:21	AATK	Kinase	HPA	20210914	20210914
37	HGNC:21	AATK	Serine/threonine-protein kinase	HPA	20210914	20210914
38	HGNC:21	AATK	Transferase	HPA	20210914	20210914
39	HGNC:23	ABAT	Aminotransferase	HPA	20210914	20210914
40	HGNC:23	ABAT	Transferase	HPA	20210914	20210914
41	HGNC:29	ABCA1	Translocase	HPA	20210914	20210914
42	HGNC:34	ABCA4	Translocase	HPA	20210914	20210914
43	HGNC:37	ABCA7	Translocase	HPA	20210914	20210914
44	HGNC:40	ABCB1	Translocase	HPA	20210914	20210914
45	HGNC:42	ABCB11	Translocase	HPA	20210914	20210914
46	HGNC:45	ABCB4	Translocase	HPA	20210914	20210914
47	HGNC:51	ABCC1	Hydrolase	HPA	20210914	20210914
48	HGNC:51	ABCC1	Translocase	HPA	20210914	20210914
49	HGNC:53	ABCC2	Translocase	HPA	20210914	20210914
50	HGNC:59	ABCC8	Receptor	HPA	20210914	20210914
51	HGNC:60	ABCC9	Receptor	HPA	20210914	20210914
52	HGNC:61	ABCD1	Translocase	HPA	20210914	20210914
53	HGNC:69	ABCE1	Chaperone	HPA	20210914	20210914
54	HGNC:70	ABCF1	Activator	HPA	20210914	20210914
55	HGNC:73	ABCG1	Translocase	HPA	20210914	20210914
56	HGNC:74	ABCG2	Translocase	HPA	20210914	20210914
57	HGNC:13886	ABCG5	Translocase	HPA	20210914	20210914
58	HGNC:13887	ABCG8	Translocase	HPA	20210914	20210914
59	HGNC:17553	ABHD1	Hydrolase	HPA	20210914	20210914
60	HGNC:17553	ABHD1	Serine esterase	HPA	20210914	20210914
61	HGNC:25656	ABHD10	Hydrolase	HPA	20210914	20210914
62	HGNC:16407	ABHD11	Hydrolase	HPA	20210914	20210914
63	HGNC:15868	ABHD12	Hydrolase	HPA	20210914	20210914
64	HGNC:19837	ABHD12B	Hydrolase	HPA	20210914	20210914
65	HGNC:20293	ABHD13	Hydrolase	HPA	20210914	20210914
66	HGNC:24538	ABHD14A	Hydrolase	HPA	20210914	20210914
67	HGNC:28235	ABHD14B	Hydrolase	HPA	20210914	20210914
68	HGNC:26971	ABHD15	Hydrolase	HPA	20210914	20210914
69	HGNC:13921	ABHD16A	Hydrolase	HPA	20210914	20210914
70	HGNC:16128	ABHD16B	Hydrolase	HPA	20210914	20210914
71	HGNC:28756	ABHD17A	Hydrolase	HPA	20210914	20210914
72	HGNC:24278	ABHD17B	Hydrolase	HPA	20210914	20210914
73	HGNC:26925	ABHD17C	Hydrolase	HPA	20210914	20210914
74	HGNC:18717	ABHD2	Hydrolase	HPA	20210914	20210914
75	HGNC:18717	ABHD2	Serine esterase	HPA	20210914	20210914
76	HGNC:18718	ABHD3	Hydrolase	HPA	20210914	20210914
77	HGNC:18718	ABHD3	Serine esterase	HPA	20210914	20210914
78	HGNC:20154	ABHD4	Hydrolase	HPA	20210914	20210914
79	HGNC:21396	ABHD5	Acyltransferase	HPA	20210914	20210914
80	HGNC:21396	ABHD5	Transferase	HPA	20210914	20210914
81	HGNC:21398	ABHD6	Hydrolase	HPA	20210914	20210914
82	HGNC:23759	ABHD8	Hydrolase	HPA	20210914	20210914
83	HGNC:76	ABL1	DNA-binding	HPA	20210914	20210914
84	HGNC:76	ABL1	Kinase	HPA	20210914	20210914
85	HGNC:76	ABL1	Transferase	HPA	20210914	20210914
86	HGNC:76	ABL1	Tyrosine-protein kinase	HPA	20210914	20210914
87	HGNC:77	ABL2	Kinase	HPA	20210914	20210914
88	HGNC:77	ABL2	Transferase	HPA	20210914	20210914
89	HGNC:77	ABL2	Tyrosine-protein kinase	HPA	20210914	20210914
90	HGNC:78	ABLIM1	Actin-binding	HPA	20210914	20210914
91	HGNC:81	ABR	GTPase activation	HPA	20210914	20210914
92	HGNC:81	ABR	Guanine-nucleotide releasing factor	HPA	20210914	20210914
93	HGNC:30655	ABRA	Actin-binding	HPA	20210914	20210914
94	HGNC:30655	ABRA	Activator	HPA	20210914	20210914
95	HGNC:25829	ABRAXAS1	Chromatin regulator	HPA	20210914	20210914
96	HGNC:17369	ABT1	DNA-binding	HPA	20210914	20210914
97	HGNC:17369	ABT1	RNA-binding	HPA	20210914	20210914
98	HGNC:18275	ABTB1	Elongation factor	HPA	20210914	20210914
99		AC008397.2	Hydrolase	HPA	20210914	20210914
100		AC118549.1	DNA-binding	HPA	20210914	20210914
101	HGNC:82	ACAA1	Acyltransferase	HPA	20210914	20210914
102	HGNC:82	ACAA1	Transferase	HPA	20210914	20210914
103	HGNC:83	ACAA2	Acyltransferase	HPA	20210914	20210914
104	HGNC:83	ACAA2	Hydrolase	HPA	20210914	20210914
105	HGNC:83	ACAA2	Transferase	HPA	20210914	20210914
106	HGNC:84	ACACA	Allosteric enzyme	HPA	20210914	20210914
107	HGNC:84	ACACA	Ligase	HPA	20210914	20210914
108	HGNC:84	ACACA	Multifunctional enzyme	HPA	20210914	20210914
109	HGNC:85	ACACB	Allosteric enzyme	HPA	20210914	20210914
110	HGNC:85	ACACB	Ligase	HPA	20210914	20210914
111	HGNC:85	ACACB	Multifunctional enzyme	HPA	20210914	20210914
112	HGNC:21597	ACAD10	Oxidoreductase	HPA	20210914	20210914
113	HGNC:30211	ACAD11	Oxidoreductase	HPA	20210914	20210914
114	HGNC:87	ACAD8	Activator	HPA	20210914	20210914
115	HGNC:87	ACAD8	Oxidoreductase	HPA	20210914	20210914
116	HGNC:21497	ACAD9	Oxidoreductase	HPA	20210914	20210914
117	HGNC:88	ACADL	Oxidoreductase	HPA	20210914	20210914
118	HGNC:89	ACADM	Oxidoreductase	HPA	20210914	20210914
119	HGNC:90	ACADS	Oxidoreductase	HPA	20210914	20210914
120	HGNC:91	ACADSB	Oxidoreductase	HPA	20210914	20210914
121	HGNC:92	ACADVL	Oxidoreductase	HPA	20210914	20210914
122	HGNC:16467	ACAP1	GTPase activation	HPA	20210914	20210914
123	HGNC:16469	ACAP2	GTPase activation	HPA	20210914	20210914
124	HGNC:16754	ACAP3	GTPase activation	HPA	20210914	20210914
125	HGNC:93	ACAT1	Acyltransferase	HPA	20210914	20210914
126	HGNC:93	ACAT1	Transferase	HPA	20210914	20210914
127	HGNC:94	ACAT2	Acyltransferase	HPA	20210914	20210914
128	HGNC:94	ACAT2	Transferase	HPA	20210914	20210914
129	HGNC:25070	ACD	DNA-binding	HPA	20210914	20210914
130	HGNC:2707	ACE	Carboxypeptidase	HPA	20210914	20210914
131	HGNC:2707	ACE	Hydrolase	HPA	20210914	20210914
132	HGNC:2707	ACE	Metalloprotease	HPA	20210914	20210914
133	HGNC:2707	ACE	Protease	HPA	20210914	20210914
134	HGNC:13557	ACE2	Carboxypeptidase	HPA	20210914	20210914
135	HGNC:13557	ACE2	Host cell receptor for virus entry	HPA	20210914	20210914
136	HGNC:13557	ACE2	Hydrolase	HPA	20210914	20210914
137	HGNC:13557	ACE2	Metalloprotease	HPA	20210914	20210914
138	HGNC:13557	ACE2	Protease	HPA	20210914	20210914
139	HGNC:13557	ACE2	Receptor	HPA	20210914	20210914
140	HGNC:18356	ACER1	Hydrolase	HPA	20210914	20210914
141	HGNC:23675	ACER2	Hydrolase	HPA	20210914	20210914
142	HGNC:16066	ACER3	Hydrolase	HPA	20210914	20210914
143	HGNC:108	ACHE	Blood group antigen	HPA	20210914	20210914
144	HGNC:108	ACHE	Hydrolase	HPA	20210914	20210914
145	HGNC:108	ACHE	Serine esterase	HPA	20210914	20210914
146	HGNC:17066	ACIN1	RNA-binding	HPA	20210914	20210914
147	HGNC:4035	ACKR1	Blood group antigen	HPA	20210914	20210914
148	HGNC:4035	ACKR1	G-protein coupled receptor	HPA	20210914	20210914
149	HGNC:4035	ACKR1	Receptor	HPA	20210914	20210914
150	HGNC:4035	ACKR1	Transducer	HPA	20210914	20210914
151	HGNC:1565	ACKR2	G-protein coupled receptor	HPA	20210914	20210914
152	HGNC:1565	ACKR2	Receptor	HPA	20210914	20210914
153	HGNC:1565	ACKR2	Transducer	HPA	20210914	20210914
154	HGNC:23692	ACKR3	Developmental protein	HPA	20210914	20210914
155	HGNC:23692	ACKR3	G-protein coupled receptor	HPA	20210914	20210914
156	HGNC:23692	ACKR3	Receptor	HPA	20210914	20210914
157	HGNC:23692	ACKR3	Transducer	HPA	20210914	20210914
158	HGNC:1611	ACKR4	G-protein coupled receptor	HPA	20210914	20210914
159	HGNC:1611	ACKR4	Receptor	HPA	20210914	20210914
160	HGNC:1611	ACKR4	Transducer	HPA	20210914	20210914
161	HGNC:115	ACLY	Transferase	HPA	20210914	20210914
162	HGNC:19288	ACMSD	Decarboxylase	HPA	20210914	20210914
163	HGNC:19288	ACMSD	Lyase	HPA	20210914	20210914
164	HGNC:117	ACO1	Lyase	HPA	20210914	20210914
165	HGNC:117	ACO1	RNA-binding	HPA	20210914	20210914
166	HGNC:118	ACO2	Lyase	HPA	20210914	20210914
167	HGNC:33904	ACOD1	Antimicrobial	HPA	20210914	20210914
168	HGNC:33904	ACOD1	Lyase	HPA	20210914	20210914
169	HGNC:33128	ACOT1	Hydrolase	HPA	20210914	20210914
170	HGNC:33128	ACOT1	Serine esterase	HPA	20210914	20210914
171	HGNC:18156	ACOT11	Hydrolase	HPA	20210914	20210914
172	HGNC:18156	ACOT11	Serine esterase	HPA	20210914	20210914
173	HGNC:24436	ACOT12	Hydrolase	HPA	20210914	20210914
174	HGNC:24436	ACOT12	Serine esterase	HPA	20210914	20210914
175	HGNC:20999	ACOT13	Hydrolase	HPA	20210914	20210914
176	HGNC:18431	ACOT2	Hydrolase	HPA	20210914	20210914
177	HGNC:18431	ACOT2	Serine esterase	HPA	20210914	20210914
178	HGNC:19748	ACOT4	Hydrolase	HPA	20210914	20210914
179	HGNC:19748	ACOT4	Serine esterase	HPA	20210914	20210914
180	HGNC:33159	ACOT6	Hydrolase	HPA	20210914	20210914
181	HGNC:33159	ACOT6	Serine esterase	HPA	20210914	20210914
182	HGNC:24157	ACOT7	Hydrolase	HPA	20210914	20210914
183	HGNC:24157	ACOT7	Serine esterase	HPA	20210914	20210914
184	HGNC:15919	ACOT8	Hydrolase	HPA	20210914	20210914
185	HGNC:15919	ACOT8	Serine esterase	HPA	20210914	20210914
186	HGNC:17152	ACOT9	Hydrolase	HPA	20210914	20210914
187	HGNC:17152	ACOT9	Serine esterase	HPA	20210914	20210914
188	HGNC:119	ACOX1	Oxidoreductase	HPA	20210914	20210914
189	HGNC:120	ACOX2	Oxidoreductase	HPA	20210914	20210914
190	HGNC:121	ACOX3	Oxidoreductase	HPA	20210914	20210914
191	HGNC:25621	ACOXL	Oxidoreductase	HPA	20210914	20210914
192	HGNC:122	ACP1	Hydrolase	HPA	20210914	20210914
193	HGNC:122	ACP1	Protein phosphatase	HPA	20210914	20210914
194	HGNC:123	ACP2	Hydrolase	HPA	20210914	20210914
195	HGNC:14376	ACP4	Hydrolase	HPA	20210914	20210914
196	HGNC:124	ACP5	Hydrolase	HPA	20210914	20210914
197	HGNC:29609	ACP6	Hydrolase	HPA	20210914	20210914
198	HGNC:33781	ACP7	Hydrolase	HPA	20210914	20210914
199	HGNC:125	ACPP	Hydrolase	HPA	20210914	20210914
200	HGNC:126	ACR	Hydrolase	HPA	20210914	20210914
201	HGNC:126	ACR	Protease	HPA	20210914	20210914
202	HGNC:126	ACR	Serine protease	HPA	20210914	20210914
203	HGNC:29567	ACSBG1	Ligase	HPA	20210914	20210914
204	HGNC:24174	ACSBG2	Developmental protein	HPA	20210914	20210914
205	HGNC:24174	ACSBG2	Ligase	HPA	20210914	20210914
206	HGNC:26101	ACSF2	Ligase	HPA	20210914	20210914
207	HGNC:27288	ACSF3	Ligase	HPA	20210914	20210914
208	HGNC:3569	ACSL1	Ligase	HPA	20210914	20210914
209	HGNC:3570	ACSL3	Ligase	HPA	20210914	20210914
210	HGNC:3571	ACSL4	Ligase	HPA	20210914	20210914
211	HGNC:16526	ACSL5	Ligase	HPA	20210914	20210914
212	HGNC:16496	ACSL6	Ligase	HPA	20210914	20210914
213	HGNC:18049	ACSM1	Ligase	HPA	20210914	20210914
214	HGNC:32017	ACSM2A	Ligase	HPA	20210914	20210914
215	HGNC:30931	ACSM2B	Ligase	HPA	20210914	20210914
216	HGNC:10522	ACSM3	Ligase	HPA	20210914	20210914
217	HGNC:32016	ACSM4	Ligase	HPA	20210914	20210914
218	HGNC:26060	ACSM5	Ligase	HPA	20210914	20210914
219	HGNC:31665	ACSM6	Ligase	HPA	20210914	20210914
220	HGNC:16091	ACSS1	Ligase	HPA	20210914	20210914
221	HGNC:15814	ACSS2	Ligase	HPA	20210914	20210914
222	HGNC:24723	ACSS3	Ligase	HPA	20210914	20210914
223	HGNC:129	ACTA1	Muscle protein	HPA	20210914	20210914
224	HGNC:130	ACTA2	Muscle protein	HPA	20210914	20210914
225	HGNC:143	ACTC1	Muscle protein	HPA	20210914	20210914
226	HGNC:145	ACTG2	Muscle protein	HPA	20210914	20210914
227	HGNC:24124	ACTL6A	Activator	HPA	20210914	20210914
228	HGNC:24124	ACTL6A	Chromatin regulator	HPA	20210914	20210914
229	HGNC:160	ACTL6B	Chromatin regulator	HPA	20210914	20210914
230	HGNC:163	ACTN1	Actin-binding	HPA	20210914	20210914
231	HGNC:164	ACTN2	Actin-binding	HPA	20210914	20210914
232	HGNC:165	ACTN3	Actin-binding	HPA	20210914	20210914
233	HGNC:166	ACTN4	Actin-binding	HPA	20210914	20210914
234	HGNC:169	ACTR2	Actin-binding	HPA	20210914	20210914
235	HGNC:170	ACTR3	Actin-binding	HPA	20210914	20210914
236	HGNC:17256	ACTR3B	Actin-binding	HPA	20210914	20210914
237	HGNC:37282	ACTR3C	Actin-binding	HPA	20210914	20210914
238	HGNC:171	ACVR1	Kinase	HPA	20210914	20210914
239	HGNC:171	ACVR1	Receptor	HPA	20210914	20210914
240	HGNC:171	ACVR1	Serine/threonine-protein kinase	HPA	20210914	20210914
241	HGNC:171	ACVR1	Transferase	HPA	20210914	20210914
242	HGNC:172	ACVR1B	Kinase	HPA	20210914	20210914
243	HGNC:172	ACVR1B	Receptor	HPA	20210914	20210914
244	HGNC:172	ACVR1B	Serine/threonine-protein kinase	HPA	20210914	20210914
245	HGNC:172	ACVR1B	Transferase	HPA	20210914	20210914
246	HGNC:18123	ACVR1C	Kinase	HPA	20210914	20210914
247	HGNC:18123	ACVR1C	Receptor	HPA	20210914	20210914
248	HGNC:18123	ACVR1C	Serine/threonine-protein kinase	HPA	20210914	20210914
249	HGNC:18123	ACVR1C	Transferase	HPA	20210914	20210914
250	HGNC:173	ACVR2A	Kinase	HPA	20210914	20210914
251	HGNC:173	ACVR2A	Receptor	HPA	20210914	20210914
252	HGNC:173	ACVR2A	Serine/threonine-protein kinase	HPA	20210914	20210914
253	HGNC:173	ACVR2A	Transferase	HPA	20210914	20210914
254	HGNC:174	ACVR2B	Kinase	HPA	20210914	20210914
255	HGNC:174	ACVR2B	Receptor	HPA	20210914	20210914
256	HGNC:174	ACVR2B	Serine/threonine-protein kinase	HPA	20210914	20210914
257	HGNC:174	ACVR2B	Transferase	HPA	20210914	20210914
258	HGNC:175	ACVRL1	Kinase	HPA	20210914	20210914
259	HGNC:175	ACVRL1	Receptor	HPA	20210914	20210914
260	HGNC:175	ACVRL1	Serine/threonine-protein kinase	HPA	20210914	20210914
261	HGNC:175	ACVRL1	Transferase	HPA	20210914	20210914
262	HGNC:177	ACY1	Hydrolase	HPA	20210914	20210914
263	HGNC:24104	ACY3	Hydrolase	HPA	20210914	20210914
264	HGNC:179	ACYP1	Hydrolase	HPA	20210914	20210914
265	HGNC:180	ACYP2	Hydrolase	HPA	20210914	20210914
266	HGNC:186	ADA	Hydrolase	HPA	20210914	20210914
267	HGNC:1839	ADA2	Heparin-binding	HPA	20210914	20210914
268	HGNC:1839	ADA2	Hydrolase	HPA	20210914	20210914
269	HGNC:30713	ADAD1	Developmental protein	HPA	20210914	20210914
270	HGNC:30713	ADAD1	RNA-binding	HPA	20210914	20210914
271	HGNC:30714	ADAD2	RNA-binding	HPA	20210914	20210914
272	HGNC:31853	ADAL	Hydrolase	HPA	20210914	20210914
273	HGNC:188	ADAM10	Hydrolase	HPA	20210914	20210914
274	HGNC:188	ADAM10	Metalloprotease	HPA	20210914	20210914
275	HGNC:188	ADAM10	Protease	HPA	20210914	20210914
276	HGNC:190	ADAM12	Hydrolase	HPA	20210914	20210914
277	HGNC:190	ADAM12	Metalloprotease	HPA	20210914	20210914
278	HGNC:190	ADAM12	Protease	HPA	20210914	20210914
279	HGNC:193	ADAM15	Hydrolase	HPA	20210914	20210914
280	HGNC:193	ADAM15	Metalloprotease	HPA	20210914	20210914
281	HGNC:193	ADAM15	Protease	HPA	20210914	20210914
282	HGNC:195	ADAM17	Hydrolase	HPA	20210914	20210914
283	HGNC:195	ADAM17	Metalloprotease	HPA	20210914	20210914
284	HGNC:195	ADAM17	Protease	HPA	20210914	20210914
285	HGNC:196	ADAM18	Developmental protein	HPA	20210914	20210914
286	HGNC:197	ADAM19	Hydrolase	HPA	20210914	20210914
287	HGNC:197	ADAM19	Metalloprotease	HPA	20210914	20210914
288	HGNC:197	ADAM19	Protease	HPA	20210914	20210914
289	HGNC:199	ADAM20	Hydrolase	HPA	20210914	20210914
290	HGNC:199	ADAM20	Metalloprotease	HPA	20210914	20210914
291	HGNC:199	ADAM20	Protease	HPA	20210914	20210914
292	HGNC:200	ADAM21	Hydrolase	HPA	20210914	20210914
293	HGNC:200	ADAM21	Metalloprotease	HPA	20210914	20210914
294	HGNC:200	ADAM21	Protease	HPA	20210914	20210914
295	HGNC:201	ADAM22	Receptor	HPA	20210914	20210914
296	HGNC:206	ADAM28	Hydrolase	HPA	20210914	20210914
297	HGNC:206	ADAM28	Metalloprotease	HPA	20210914	20210914
298	HGNC:206	ADAM28	Protease	HPA	20210914	20210914
299	HGNC:208	ADAM30	Hydrolase	HPA	20210914	20210914
300	HGNC:208	ADAM30	Metalloprotease	HPA	20210914	20210914
301	HGNC:208	ADAM30	Protease	HPA	20210914	20210914
302	HGNC:15478	ADAM33	Hydrolase	HPA	20210914	20210914
303	HGNC:15478	ADAM33	Metalloprotease	HPA	20210914	20210914
304	HGNC:15478	ADAM33	Protease	HPA	20210914	20210914
305	HGNC:215	ADAM8	Hydrolase	HPA	20210914	20210914
306	HGNC:215	ADAM8	Metalloprotease	HPA	20210914	20210914
307	HGNC:215	ADAM8	Protease	HPA	20210914	20210914
308	HGNC:216	ADAM9	Hydrolase	HPA	20210914	20210914
309	HGNC:216	ADAM9	Metalloprotease	HPA	20210914	20210914
310	HGNC:216	ADAM9	Protease	HPA	20210914	20210914
311	HGNC:16299	ADAMDEC1	Hydrolase	HPA	20210914	20210914
312	HGNC:16299	ADAMDEC1	Metalloprotease	HPA	20210914	20210914
313	HGNC:16299	ADAMDEC1	Protease	HPA	20210914	20210914
314	HGNC:217	ADAMTS1	Heparin-binding	HPA	20210914	20210914
315	HGNC:217	ADAMTS1	Hydrolase	HPA	20210914	20210914
316	HGNC:217	ADAMTS1	Metalloprotease	HPA	20210914	20210914
317	HGNC:217	ADAMTS1	Protease	HPA	20210914	20210914
318	HGNC:13201	ADAMTS10	Hydrolase	HPA	20210914	20210914
319	HGNC:13201	ADAMTS10	Metalloprotease	HPA	20210914	20210914
320	HGNC:13201	ADAMTS10	Protease	HPA	20210914	20210914
321	HGNC:14605	ADAMTS12	Hydrolase	HPA	20210914	20210914
322	HGNC:14605	ADAMTS12	Metalloprotease	HPA	20210914	20210914
323	HGNC:14605	ADAMTS12	Protease	HPA	20210914	20210914
324	HGNC:1366	ADAMTS13	Hydrolase	HPA	20210914	20210914
325	HGNC:1366	ADAMTS13	Metalloprotease	HPA	20210914	20210914
326	HGNC:1366	ADAMTS13	Protease	HPA	20210914	20210914
327	HGNC:14899	ADAMTS14	Hydrolase	HPA	20210914	20210914
328	HGNC:14899	ADAMTS14	Metalloprotease	HPA	20210914	20210914
329	HGNC:14899	ADAMTS14	Protease	HPA	20210914	20210914
330	HGNC:16305	ADAMTS15	Hydrolase	HPA	20210914	20210914
331	HGNC:16305	ADAMTS15	Metalloprotease	HPA	20210914	20210914
332	HGNC:16305	ADAMTS15	Protease	HPA	20210914	20210914
333	HGNC:17108	ADAMTS16	Hydrolase	HPA	20210914	20210914
334	HGNC:17108	ADAMTS16	Metalloprotease	HPA	20210914	20210914
335	HGNC:17108	ADAMTS16	Protease	HPA	20210914	20210914
336	HGNC:17109	ADAMTS17	Hydrolase	HPA	20210914	20210914
337	HGNC:17109	ADAMTS17	Metalloprotease	HPA	20210914	20210914
338	HGNC:17109	ADAMTS17	Protease	HPA	20210914	20210914
339	HGNC:17110	ADAMTS18	Hydrolase	HPA	20210914	20210914
340	HGNC:17110	ADAMTS18	Metalloprotease	HPA	20210914	20210914
341	HGNC:17110	ADAMTS18	Protease	HPA	20210914	20210914
342	HGNC:17111	ADAMTS19	Hydrolase	HPA	20210914	20210914
343	HGNC:17111	ADAMTS19	Metalloprotease	HPA	20210914	20210914
344	HGNC:17111	ADAMTS19	Protease	HPA	20210914	20210914
345	HGNC:218	ADAMTS2	Hydrolase	HPA	20210914	20210914
346	HGNC:218	ADAMTS2	Metalloprotease	HPA	20210914	20210914
347	HGNC:218	ADAMTS2	Protease	HPA	20210914	20210914
348	HGNC:17178	ADAMTS20	Hydrolase	HPA	20210914	20210914
349	HGNC:17178	ADAMTS20	Metalloprotease	HPA	20210914	20210914
350	HGNC:17178	ADAMTS20	Protease	HPA	20210914	20210914
351	HGNC:219	ADAMTS3	Heparin-binding	HPA	20210914	20210914
352	HGNC:219	ADAMTS3	Hydrolase	HPA	20210914	20210914
353	HGNC:219	ADAMTS3	Metalloprotease	HPA	20210914	20210914
354	HGNC:219	ADAMTS3	Protease	HPA	20210914	20210914
355	HGNC:220	ADAMTS4	Hydrolase	HPA	20210914	20210914
356	HGNC:220	ADAMTS4	Metalloprotease	HPA	20210914	20210914
357	HGNC:220	ADAMTS4	Protease	HPA	20210914	20210914
358	HGNC:221	ADAMTS5	Hydrolase	HPA	20210914	20210914
359	HGNC:221	ADAMTS5	Metalloprotease	HPA	20210914	20210914
360	HGNC:221	ADAMTS5	Protease	HPA	20210914	20210914
361	HGNC:222	ADAMTS6	Hydrolase	HPA	20210914	20210914
362	HGNC:222	ADAMTS6	Metalloprotease	HPA	20210914	20210914
363	HGNC:222	ADAMTS6	Protease	HPA	20210914	20210914
364	HGNC:223	ADAMTS7	Hydrolase	HPA	20210914	20210914
365	HGNC:223	ADAMTS7	Metalloprotease	HPA	20210914	20210914
366	HGNC:223	ADAMTS7	Protease	HPA	20210914	20210914
367	HGNC:224	ADAMTS8	Heparin-binding	HPA	20210914	20210914
368	HGNC:224	ADAMTS8	Hydrolase	HPA	20210914	20210914
369	HGNC:224	ADAMTS8	Metalloprotease	HPA	20210914	20210914
370	HGNC:224	ADAMTS8	Protease	HPA	20210914	20210914
371	HGNC:13202	ADAMTS9	Hydrolase	HPA	20210914	20210914
372	HGNC:13202	ADAMTS9	Metalloprotease	HPA	20210914	20210914
373	HGNC:13202	ADAMTS9	Protease	HPA	20210914	20210914
374	HGNC:14632	ADAMTSL1	Hydrolase	HPA	20210914	20210914
375	HGNC:16486	ADAP1	GTPase activation	HPA	20210914	20210914
376	HGNC:16487	ADAP2	GTPase activation	HPA	20210914	20210914
377	HGNC:225	ADAR	DNA-binding	HPA	20210914	20210914
378	HGNC:225	ADAR	Hydrolase	HPA	20210914	20210914
379	HGNC:225	ADAR	RNA-binding	HPA	20210914	20210914
380	HGNC:226	ADARB1	Hydrolase	HPA	20210914	20210914
381	HGNC:226	ADARB1	RNA-binding	HPA	20210914	20210914
382	HGNC:227	ADARB2	Hydrolase	HPA	20210914	20210914
383	HGNC:227	ADARB2	RNA-binding	HPA	20210914	20210914
384	HGNC:228	ADAT1	Hydrolase	HPA	20210914	20210914
385	HGNC:21172	ADAT2	Hydrolase	HPA	20210914	20210914
386	HGNC:19038	ADCK1	Kinase	HPA	20210914	20210914
387	HGNC:19038	ADCK1	Serine/threonine-protein kinase	HPA	20210914	20210914
388	HGNC:19038	ADCK1	Transferase	HPA	20210914	20210914
389	HGNC:19039	ADCK2	Kinase	HPA	20210914	20210914
390	HGNC:19039	ADCK2	Serine/threonine-protein kinase	HPA	20210914	20210914
391	HGNC:19039	ADCK2	Transferase	HPA	20210914	20210914
392	HGNC:21738	ADCK5	Kinase	HPA	20210914	20210914
393	HGNC:21738	ADCK5	Serine/threonine-protein kinase	HPA	20210914	20210914
394	HGNC:21738	ADCK5	Transferase	HPA	20210914	20210914
395	HGNC:232	ADCY1	Calmodulin-binding	HPA	20210914	20210914
396	HGNC:232	ADCY1	Lyase	HPA	20210914	20210914
397	HGNC:21285	ADCY10	Lyase	HPA	20210914	20210914
398	HGNC:233	ADCY2	Lyase	HPA	20210914	20210914
399	HGNC:234	ADCY3	Calmodulin-binding	HPA	20210914	20210914
400	HGNC:234	ADCY3	Lyase	HPA	20210914	20210914
401	HGNC:235	ADCY4	Lyase	HPA	20210914	20210914
402	HGNC:236	ADCY5	Lyase	HPA	20210914	20210914
403	HGNC:237	ADCY6	Lyase	HPA	20210914	20210914
