HGNC_ID	Gene_symbol	Previous_symbol
HGNC:3278	EIF3D	EIF3S7
HGNC:3277	EIF3E	INT6
HGNC:3277	EIF3E	EIF3S6
HGNC:6102	EIF3EP1	INT6P1
HGNC:6102	EIF3EP1	EIF3S6P1
HGNC:6102	EIF3EP1	EIF3EP
HGNC:3275	EIF3F	EIF3S5
HGNC:3276	EIF3FP1	EIF3S5P
HGNC:3276	EIF3FP1	EIF3FP
HGNC:3274	EIF3G	EIF3S4
HGNC:3273	EIF3H	EIF3S3
HGNC:3272	EIF3I	EIF3S2
HGNC:3270	EIF3J	EIF3S1
HGNC:48616	EIF3J-DT	EIF3J-AS1
HGNC:24656	EIF3K	EIF3S12
HGNC:18138	EIF3L	EIF3S6IP
HGNC:18138	EIF3L	EIF3EIP
HGNC:20010	EIF3LP1	EIF3S6IPP
HGNC:20010	EIF3LP1	EIF3EIPP1
HGNC:24657	EIF3LP2	EIF3S6IPP2
HGNC:24657	EIF3LP2	EIF3EIPP2
HGNC:24460	EIF3M	PCID1
HGNC:3282	EIF4A1	EIF4A
HGNC:3283	EIF4A1P1	EIF4A1P
HGNC:3284	EIF4A2	EIF4F
HGNC:18683	EIF4A3	DDX48
HGNC:19929	EIF4BP1	EIF4BP
HGNC:3287	EIF4E	EIF4EL1
HGNC:3287	EIF4E	EIF4F
HGNC:3293	EIF4E2	EIF4EL3
HGNC:16237	EIF4E2P1	EIF4EL4
HGNC:20160	EIF4EBP1P1	EIF4EBP1P
HGNC:16596	EIF4EBP2P1	EIF4EBP2P
HGNC:3292	EIF4EP1	EIF4EL2
HGNC:3296	EIF4G1	EIF4G
HGNC:3296	EIF4G1	EIF4F
HGNC:12741	EIF4H	WBSCR1
HGNC:17419	EIF5AL1	EIF5AP1
HGNC:31442	EIF5AP4	EIF5AL3
HGNC:6159	EIF6	EIF3A
HGNC:6159	EIF6	ITGB4BP
HGNC:12383	EIPR1	TSSC1
HGNC:41392	EIPR1-IT1	TSSC1-IT1
HGNC:3309	ELANE	ELA2
HGNC:29618	ELAPOR1	KIAA1324
HGNC:21945	ELAPOR2	KIAA1324L
HGNC:3312	ELAVL1	HUR
HGNC:3315	ELAVL4	HUD
HGNC:49511	ELDR	LINC01156
HGNC:3318	ELF3	ESX
HGNC:33154	ELFN1	PPP1R28
HGNC:29396	ELFN2	LRRC62
HGNC:29396	ELFN2	PPP1R29
HGNC:3323	ELK2AP	ELK2
HGNC:3323	ELK2AP	ELK2P1
HGNC:3324	ELK2BP	ELK2P2
HGNC:23114	ELL	C19orf17
HGNC:26158	ELMOD3	RBM29
HGNC:26158	ELMOD3	RBED1
HGNC:26158	ELMOD3	DFNB88
HGNC:11620	ELOA	TCEB3
HGNC:50582	ELOA-AS1	TCEB3-AS1
HGNC:30771	ELOA2	TCEB3B
HGNC:31007	ELOA3BP	TCEB3CL
HGNC:31007	ELOA3BP	ELOA3B
HGNC:52410	ELOA3CP	ELOA3C
HGNC:33511	ELOA3DP	TCEB3CL2
HGNC:33511	ELOA3DP	ELOA3D
HGNC:24617	ELOA3P	TCEB3C
HGNC:24617	ELOA3P	ELOA3
HGNC:11619	ELOB	TCEB2
HGNC:39719	ELOBP1	TCEB2P1
HGNC:39720	ELOBP2	TCEB2P2
HGNC:39721	ELOBP3	TCEB2P3
HGNC:39722	ELOBP4	TCEB2P4
HGNC:11617	ELOC	TCEB1
HGNC:17762	ELOCP2	TCEB1P2
HGNC:29457	ELOCP3	TCEB1P3
HGNC:38141	ELOCP4	TCEB1P4
HGNC:38140	ELOCP5	TCEB1P5
HGNC:38142	ELOCP6	TCEB1P6
HGNC:38143	ELOCP7	TCEB1P7
HGNC:38144	ELOCP8	TCEB1P8
HGNC:38145	ELOCP9	TCEB1P9
HGNC:38146	ELOCP10	TCEB1P10
HGNC:38147	ELOCP11	TCEB1P11
HGNC:38148	ELOCP12	TCEB1P12
HGNC:38149	ELOCP13	TCEB1P13
HGNC:38150	ELOCP14	TCEB1P14
HGNC:38151	ELOCP15	TCEB1P15
HGNC:38152	ELOCP16	TCEB1P16
HGNC:38153	ELOCP17	TCEB1P17
HGNC:38154	ELOCP18	TCEB1P18
HGNC:38155	ELOCP19	TCEB1P19
HGNC:38156	ELOCP20	TCEB1P20
HGNC:38157	ELOCP21	TCEB1P21
HGNC:38158	ELOCP22	TCEB1P22
HGNC:38159	ELOCP23	TCEB1P23
HGNC:38160	ELOCP24	TCEB1P25
HGNC:38160	ELOCP24	TCEB1P24
HGNC:38731	ELOCP26	TCEB1P26
HGNC:31692	ELOCP27	TCEB1P27
HGNC:49169	ELOCP28	TCEB1P28
HGNC:49170	ELOCP29	TCEB1P29
HGNC:49171	ELOCP30	TCEB1P30
HGNC:49172	ELOCP31	TCEB1P31
HGNC:49173	ELOCP32	TCEB1P32
HGNC:49174	ELOCP33	TCEB1P33
HGNC:49175	ELOCP34	TCEB1P34
HGNC:49176	ELOCP35	TCEB1P35
HGNC:14415	ELOVL4	STGD2
HGNC:14415	ELOVL4	STGD3
HGNC:14415	ELOVL4	SCA34
HGNC:21308	ELOVL5	SCA38
HGNC:5959	ELP1	DYS
HGNC:5959	ELP1	IKBKAP
HGNC:18248	ELP2	STATIP1
HGNC:1171	ELP4	C11orf19
HGNC:30617	ELP5	C17orf81
HGNC:25976	ELP6	TMEM103
HGNC:25976	ELP6	C3orf75
HGNC:28957	EMC1	KIAA0090
HGNC:28963	EMC2	KIAA0103
HGNC:28963	EMC2	TTC35
HGNC:23999	EMC3	TMEM111
HGNC:28032	EMC4	TMEM85
HGNC:28430	EMC6	TMEM93
HGNC:24301	EMC7	C15orf24
HGNC:7864	EMC8	C16orf4
HGNC:7864	EMC8	NOC4
HGNC:7864	EMC8	C16orf2
HGNC:7864	EMC8	COX4NB
HGNC:20273	EMC9	C14orf122
HGNC:20273	EMC9	FAM158A
HGNC:27609	EMC10	C19orf63
HGNC:16123	EMILIN3	C20orf130
HGNC:16123	EMILIN3	EMILIN5
HGNC:3330	EML1	EMAPL
HGNC:48331	EML2-AS1	C19orf83
HGNC:1316	EML4	C2orf2
HGNC:18071	EMSY	C11orf30
HGNC:3344	ENAM	AIH2
HGNC:3345	ENC1	NRPB
HGNC:3349	ENG	ORW1
HGNC:3349	ENG	ORW
HGNC:24838	ENHO	C9orf165
HGNC:25246	ENKD1	C16orf48
HGNC:28388	ENKUR	C10orf63
HGNC:3350	ENO1	ENO1L1
HGNC:3350	ENO1	MPB1
HGNC:3352	ENO1P1	ENO1P
HGNC:31670	ENO4	C10orf134
HGNC:2259	ENOX2	COVA1
HGNC:3356	ENPP1	NPPS
HGNC:3356	ENPP1	M6S1
HGNC:3356	ENPP1	PDNP1
HGNC:3357	ENPP2	PDNP2
HGNC:3358	ENPP3	PDNP3
HGNC:16588	ENSAP1	ENSAP
HGNC:3363	ENTPD1	CD39
HGNC:3364	ENTPD2	CD39L1
HGNC:3365	ENTPD3	CD39L3
HGNC:14573	ENTPD4	LYSAL1
HGNC:3367	ENTPD5	CD39L4
HGNC:3367	ENTPD5	PCPH
HGNC:3368	ENTPD6	CD39L2
HGNC:3368	ENTPD6	IL6ST2
HGNC:10667	ENTR1	SDCCAG3
HGNC:29375	ENTR1P1	SDCCAG3L
HGNC:29375	ENTR1P1	SDCCAG3P1
HGNC:39164	ENTR1P2	SDCCAG3P2
HGNC:28526	EOGT	C3orf64
HGNC:28089	EOLA1	CXorf40
HGNC:28089	EOLA1	CXorf40A
HGNC:44265	EOLA1-DT	LINC00893
HGNC:17402	EOLA2	CXorf40B
HGNC:48579	EOLA2-DT	LINC00894
HGNC:11958	EP400	TNRC12
HGNC:26602	EP400P1	EP400NL
HGNC:3377	EPB41	EL1
HGNC:30749	EPB41L4A-AS1	C5orf26
HGNC:30749	EPB41L4A-AS1	NCRNA00219
HGNC:25643	EPB41L4A-DT	EPB41L4A-AS2
HGNC:11529	EPCAM	M4S1
HGNC:11529	EPCAM	MIC18
HGNC:11529	EPCAM	TACSTD1
HGNC:29331	EPG5	KIAA1632
HGNC:3385	EPHA1	EPHT
HGNC:3385	EPHA1	EPHT1
HGNC:3386	EPHA2	ECK
HGNC:3387	EPHA3	ETK
HGNC:3387	EPHA3	ETK1
HGNC:3387	EPHA3	TYRO4
HGNC:3388	EPHA4	TYRO1
HGNC:3391	EPHA8	EEK
HGNC:3392	EPHB1	EPHT2
HGNC:3393	EPHB2	DRT
HGNC:3393	EPHB2	ERK
HGNC:3393	EPHB2	EPHT3
HGNC:3394	EPHB3	ETK2
HGNC:3395	EPHB4	HTK
HGNC:3401	EPHX1	EPHX
HGNC:23760	EPHX3	ABHD9
HGNC:23758	EPHX4	ABHD7
HGNC:49679	EPIST	C5orf66-AS1
HGNC:48990	EPM2A-DT	FBXO30-DT
HGNC:34493	EPOP	C17orf96
HGNC:15932	EPPIN	SPINLW1
HGNC:38825	EPPIN-WFDC6	SPINLW1-WFDC6
HGNC:3418	EPRS1	QPRS
HGNC:3418	EPRS1	QARS
HGNC:3418	EPRS1	EPRS
HGNC:18166	EPS15P1	EPS15L2
HGNC:3053	EPYC	DSPG3
HGNC:1359	EQTN	C9orf11
HGNC:5174	ERAS	HRAS2
HGNC:5174	ERAS	HRASP
HGNC:3430	ERBB2	NGL
HGNC:3431	ERBB3	LCCS2
HGNC:15842	ERBIN	ERBB2IP
HGNC:17072	ERC1	RAB6IP2
HGNC:1229	ERC2-IT1	C1orf1
HGNC:1229	ERC2-IT1	C3orf51
HGNC:3434	ERCC2	XPD
HGNC:3436	ERCC4	XPF
HGNC:3437	ERCC5	ERCM2
HGNC:3437	ERCC5	XPGC
HGNC:3438	ERCC6	CKN2
HGNC:26922	ERCC6L2	C9orf102
HGNC:3439	ERCC8	CKN1
HGNC:26727	ERFE	FAM132B
HGNC:1187	ERG28	C14orf1
HGNC:15927	ERGIC3	SDBCAG84
HGNC:15927	ERGIC3	C20orf47
HGNC:23994	ERI1	THEX1
HGNC:30541	ERI2	EXOD1
HGNC:17276	ERI3	PRNPIP
HGNC:49404	ERICD	LINC01130
HGNC:25346	ERICH3	C1orf173
HGNC:34497	ERICH4	C19orf69
HGNC:26823	ERICH5	C8orf47
HGNC:28602	ERICH6	C3orf44
HGNC:28602	ERICH6	FAM194A
HGNC:26523	ERICH6B	FAM194B
HGNC:25222	ERLEC1	C2orf30
HGNC:16947	ERLIN1	C10orf69
HGNC:16947	ERLIN1	SPFH1
HGNC:1356	ERLIN2	C8orf2
HGNC:1356	ERLIN2	SPFH2
HGNC:1356	ERLIN2	SPG18
HGNC:15743	ERMAP	RD
HGNC:15743	ERMAP	SC
HGNC:21056	ERMARD	C6orf70
HGNC:29208	ERMN	KIAA1189
HGNC:23703	ERMP1	KIAA1815
HGNC:13280	ERO1A	ERO1L
HGNC:14355	ERO1B	ERO1LB
HGNC:26495	ERP27	C12orf46
HGNC:13799	ERP29	C12orf8
HGNC:18311	ERP44	TXNDC4
HGNC:3454	ERV3-1	ERV3
HGNC:14602	ERVE-1	ERVE1
HGNC:17216	ERVH48-1	C21orf105
HGNC:17216	ERVH48-1	NDUFV3-AS1
HGNC:13756	ERVK-4	ERVK4
HGNC:13757	ERVK-5	ERVK5
HGNC:13915	ERVK-6	ERVK6
HGNC:31828	ERVK-7	ERVK7
HGNC:32302	ERVK-8	ERVK8
HGNC:27919	ERVMER61-1	C1orf99
HGNC:13525	ERVW-1	ERVWE1
HGNC:37653	ERVW-2	ERVWE2
HGNC:27230	ESCO2	RBS
HGNC:15898	ESF1	C20orf6
HGNC:13281	ESPN	DFNB36
HGNC:3467	ESR1	ESR
HGNC:25966	ESRP1	RBM35A
HGNC:26152	ESRP2	RBM35B
HGNC:3471	ESRRA	ESRL1
HGNC:3472	ESRRAP1	ESRRAP
HGNC:3473	ESRRB	ESRL2
HGNC:3473	ESRRB	DFNB35
HGNC:16817	ESS2	DGCR13
HGNC:16817	ESS2	DGCR14
HGNC:14865	ESX1	ESX1L
HGNC:29534	ESYT1	FAM62A
HGNC:22211	ESYT2	FAM62B
HGNC:24295	ESYT3	FAM62C
HGNC:44269	ETDB	LINC00633
HGNC:3477	ETF1	SUP45L1
HGNC:3477	ETF1	ERF1
HGNC:3477	ETF1	ERF
HGNC:3478	ETF1P1	SUP45L2
HGNC:3479	ETF1P2	SUP45L3
HGNC:3480	ETF1P3	SUP45L4
HGNC:28739	ETFBKMT	C12orf72
HGNC:28739	ETFBKMT	METTL20
HGNC:27052	ETFRF1	LYRM5
HGNC:14404	ETNPPL	AGXT2L1
HGNC:3488	ETS1	EWSR2
HGNC:25816	EVA1A	TMEM166
HGNC:25816	EVA1A	FAM176A
HGNC:25558	EVA1B	C1orf78
HGNC:25558	EVA1B	FAM176B
HGNC:13239	EVA1C	C21orf64
HGNC:13239	EVA1C	C21orf63
HGNC:13239	EVA1C	FAM176C
HGNC:3499	EVI2A	EVI2
HGNC:26596	EWSAT1	TMEM84
HGNC:26596	EWSAT1	NCRNA00277
HGNC:26596	EWSAT1	LINC00277
HGNC:28507	EXD1	EXDL1
HGNC:20217	EXD2	C14orf114
HGNC:20217	EXD2	EXDL2
HGNC:26115	EXO5	C1orf176
HGNC:26115	EXO5	DEM1
HGNC:30380	EXOC1	SEC3L1
HGNC:24968	EXOC2	SEC5L1
HGNC:30378	EXOC3	SEC6L1
HGNC:25175	EXOC3-AS1	C5orf55
HGNC:27540	EXOC3L1	EXOC3L
HGNC:20120	EXOC3L4	C14orf73
HGNC:30389	EXOC4	SEC8L1
HGNC:10696	EXOC5	SEC10L1
HGNC:23196	EXOC6	SEC15L1
HGNC:17085	EXOC6B	SEC15L2
HGNC:17085	EXOC6B	SEC15B
HGNC:3347	EXOG	ENDOGL1
HGNC:3347	EXOG	ENDOGL2
HGNC:9137	EXOSC9	PMSCL1
HGNC:9138	EXOSC10	PMSCL2
HGNC:3512	EXT1	LGCR
HGNC:3512	EXT1	LGS
HGNC:3517	EXTL2P1	EXTL2P
HGNC:27985	EXTL3-AS1	C8orf50
HGNC:3519	EYA1	BOR
HGNC:3522	EYA4	DFNA10
HGNC:3522	EYA4	CMD1J
HGNC:21555	EYS	C6orf180
HGNC:21555	EYS	EGFL11
HGNC:21555	EYS	RP25
HGNC:21555	EYS	EGFL10
HGNC:21555	EYS	C6orf178
HGNC:21555	EYS	C6orf179
HGNC:33738	EZHIP	CXorf67
HGNC:12691	EZR	VIL2
HGNC:3538	F2RL1	GPR11
HGNC:3546	F8	F8C
HGNC:3547	F8A1	F8A
HGNC:14685	F11R	JAM1
HGNC:3531	F13A1	F13A
HGNC:21197	FA2H	FAXDC1
HGNC:21197	FA2H	SPG35
HGNC:26440	FAAH2	AMDD
HGNC:50679	FAAHP1	LINC00505
HGNC:26428	FAAP20	C1orf86
HGNC:28467	FAAP24	C19orf40
HGNC:26171	FAAP100	C17orf70
HGNC:3557	FABP3	MDGI
HGNC:3557	FABP3	FABP11
HGNC:31059	FABP5P1	FABP5L1
HGNC:31060	FABP5P2	FABP5L2
HGNC:22573	FABP5P3	FABP5L3
HGNC:31061	FABP5P4	FABP5L4
HGNC:31068	FABP5P5	FABP5L5
HGNC:31069	FABP5P6	FABP5L6
HGNC:31070	FABP5P7	FABP5L7
HGNC:31063	FABP5P8	FABP5L8
HGNC:31064	FABP5P9	FABP5L9
HGNC:31066	FABP5P10	FABP5L10
HGNC:19328	FABP5P11	FABP5P1
HGNC:19328	FABP5P11	FABP5L11
HGNC:31067	FABP5P12	FABP5L12
HGNC:38717	FABP5P13	FABP5L13
HGNC:31065	FABP5P14	FABP5L14
HGNC:31071	FABP5P15	FABP5L15
HGNC:3574	FADS1	LLCDL1
HGNC:3575	FADS2	LLCDL2
HGNC:43618	FADS2B	FADS2P1
HGNC:3576	FADS3	LLCDL3
HGNC:24666	FAF2	UBXD8
HGNC:14169	FAHD1	C16orf36
HGNC:32441	FAHD2P1	FAHD2P
HGNC:43713	FALEC	LINC00568
HGNC:1253	FAM3B	C21orf11
HGNC:34501	FAM3C2P	FAM3C2
HGNC:16375	FAM8A4P	FAM8A8P
HGNC:19367	FAM13A	FAM13A1
HGNC:19370	FAM13A-AS1	FAM13A1OS
HGNC:19370	FAM13A-AS1	FAM13AOS
HGNC:1335	FAM13B	C5orf5
HGNC:1335	FAM13B	FAM13B1
HGNC:19371	FAM13C	FAM13C1
HGNC:23584	FAM25BP	FAM25B
HGNC:23587	FAM25E	FAM25D
HGNC:23668	FAM27C	FAM27A
HGNC:32013	FAM27E2	FAM27E1
HGNC:44415	FAM27E4	FAM27E4P
HGNC:32410	FAM27E5	FAM27L
HGNC:19955	FAM30A	C14orf110
HGNC:19955	FAM30A	KIAA0125
HGNC:31023	FAM30B	KIAA0125P1
HGNC:31024	FAM30C	KIAA0125P2
HGNC:30945	FAM32BP	FAM32B
HGNC:34239	FAM32CP	FAM32C
HGNC:34240	FAM32DP	FAM32D
HGNC:34241	FAM32EP	FAM32E
HGNC:23955	FAM41AY1	FAM41AY
HGNC:28968	FAM53B	KIAA0140
HGNC:1336	FAM53C	C5orf6
HGNC:20101	FAM71D	C14orf54
HGNC:25278	FAM71E2	C19orf16
HGNC:30704	FAM71F1	FAM137A
HGNC:27998	FAM71F2	FAM137B
HGNC:32029	FAM74A1	FAM74A5
HGNC:32032	FAM74A4	FAM74A2
HGNC:25465	FAM78A	C9orf59
HGNC:21357	FAM83B	C6orf143
HGNC:16121	FAM83C	C20orf128
HGNC:16113	FAM83C-AS1	C20orf120
HGNC:16113	FAM83C-AS1	NCRNA00154
HGNC:16122	FAM83D	C20orf129
HGNC:25561	FAM86C1P	FAM86C
HGNC:25561	FAM86C1P	FAM86C1
HGNC:32659	FAM86DP	FAM86D
HGNC:25057	FAM89A	C1orf153
HGNC:32251	FAM90A3P	FAM90A3
HGNC:32252	FAM90A4P	FAM90A4
HGNC:32253	FAM90A5P	FAM90A5
HGNC:32255	FAM90A7P	FAM90A7
HGNC:32256	FAM90A8P	FAM90A8
HGNC:32257	FAM90A9P	FAM90A9
HGNC:32258	FAM90A10P	FAM90A10
HGNC:32259	FAM90A11P	FAM90A11
HGNC:32260	FAM90A12P	FAM90A12
HGNC:32261	FAM90A13P	FAM90A13
HGNC:32262	FAM90A14P	FAM90A14
HGNC:32263	FAM90A15P	FAM90A15
HGNC:32264	FAM90A16P	FAM90A16
HGNC:32265	FAM90A17P	FAM90A17
HGNC:32266	FAM90A18P	FAM90A18
HGNC:32267	FAM90A19P	FAM90A19
HGNC:32268	FAM90A20P	FAM90A20
HGNC:32270	FAM90A22P	FAM90A22
HGNC:32271	FAM90A23P	FAM90A23
HGNC:32272	FAM90A24P	FAM90A24
HGNC:43746	FAM90A26	FAM90A26P
HGNC:31419	FAM102A	C9orf132
HGNC:25085	FAM104B	CXorf44
HGNC:38396	FAM106C	FAM106C
HGNC:38396	FAM106C	FAM106CP
HGNC:38397	FAM106DP	FAM106D
HGNC:23726	FAM107B	C10orf45
HGNC:16188	FAM110A	C20orf55
HGNC:28587	FAM110B	C8orf72
HGNC:25860	FAM110D	GRRP1
HGNC:1333	FAM114A2	C5orf3
HGNC:14440	FAM117B	ALS2CR13
HGNC:1313	FAM118A	C22orf8
HGNC:13247	FAM120A	C9orf10
HGNC:23389	FAM120AOS	C9orf10OS
HGNC:21109	FAM120B	KIAA1838
HGNC:16949	FAM120C	CXorf17
HGNC:28308	FAM131A	C3orf40
HGNC:26717	FAM131C	C1orf117
HGNC:21084	FAM135A	KIAA1411
HGNC:21110	FAM136BP	C6orf87
HGNC:21110	FAM136BP	FAM136B
HGNC:29162	FAM149B1	KIAA0974
HGNC:31735	FAM149B1P1	KIAA0974P
HGNC:31735	FAM149B1P1	FAM149B2
HGNC:25032	FAM151A	C1orf179
HGNC:33936	FAM153CP	FAM153C
HGNC:30114	FAM156A	TMEM29
HGNC:31962	FAM156B	TMEM29B
HGNC:34079	FAM157A	GTF2IP18
HGNC:25808	FAM161A	RP28
HGNC:19854	FAM161B	C14orf44
HGNC:17865	FAM162A	C3orf28
HGNC:21549	FAM162B	C6orf189
HGNC:28274	FAM163A	C1orf76
HGNC:33277	FAM163B	C9orf166
HGNC:27938	FAM166C	C2orf70
HGNC:15549	FAM167A	C8orf13
HGNC:15548	FAM167A-AS1	C8orf12
HGNC:28133	FAM167B	C1orf90
HGNC:28999	FAM168A	KIAA0280
HGNC:19736	FAM170B	C10orf73
HGNC:23522	FAM171A1	C10orf38
HGNC:29412	FAM171B	KIAA1946
HGNC:25365	FAM172A	C5orf21
HGNC:34336	FAM172BP	FAM172B
HGNC:24943	FAM174A	TMEM157
HGNC:26073	FAM174C	C19orf24
HGNC:19829	FAM177A1	C14orf24
HGNC:34441	FAM177A1P1	FAM177A2
HGNC:20491	FAM181A	C14orf152
HGNC:20133	FAM181A-AS1	C14orf86
HGNC:16222	FAM182A	C20orf91
HGNC:34511	FAM183BP	FAM183B
HGNC:20991	FAM184A	C6orf60
HGNC:21813	FAM185BP	FAM185B
HGNC:25296	FAM186B	C12orf25
HGNC:26366	FAM187B	TMEM162
HGNC:24820	FAM189A2	C9orf61
HGNC:1233	FAM189B	C1orf2
HGNC:37194	FAM192BP	FAM192B
HGNC:16822	FAM193A	C4orf8
HGNC:37464	FAM197Y1	FAM197Y1P
HGNC:18848	FAM197Y2	CYorf16
HGNC:18848	FAM197Y2	FAM197Y2P
HGNC:37466	FAM197Y4	FAM197Y4P
HGNC:37467	FAM197Y5	FAM197Y5P
HGNC:37469	FAM197Y7	FAM197Y7P
HGNC:25195	FAM199X	CXorf39
HGNC:25401	FAM200A	C7orf38
HGNC:27239	FAM201A	C9orf122
HGNC:25794	FAM204A	C10orf84
HGNC:24504	FAM205BP	C9orf144
HGNC:24504	FAM205BP	FAM205B
HGNC:42673	FAM205C	FAM205CP
HGNC:16100	FAM209A	C20orf106
HGNC:16101	FAM209B	C20orf107
HGNC:28346	FAM210A	C18orf19
HGNC:16102	FAM210B	C20orf108
HGNC:25609	FAM214A	KIAA1370
HGNC:25666	FAM214B	KIAA1539
HGNC:17505	FAM215A	C17orf88
HGNC:30180	FAM216A	C12orf24
HGNC:26883	FAM216B	C13orf30
HGNC:21362	FAM217A	C6orf146
HGNC:16170	FAM217B	C20orf177
HGNC:26466	FAM218A	C4orf39
HGNC:19920	FAM219A	C9orf25
HGNC:24695	FAM219B	C15orf17
HGNC:22422	FAM220A	C7orf70
HGNC:23678	FAM220BP	C9orf51
HGNC:27977	FAM221A	C7orf46
HGNC:30762	FAM221B	C9orf128
HGNC:25915	FAM222A	C12orf34
HGNC:25563	FAM222B	C17orf63
HGNC:30612	FAM223A	CXorf52
HGNC:30612	FAM223A	NCRNA00204
HGNC:30612	FAM223A	NCRNA00204A
HGNC:30612	FAM223A	LINC00204A
HGNC:34048	FAM223B	CXorf52B
HGNC:34048	FAM223B	NCRNA00204B
HGNC:34048	FAM223B	LINC00204B
HGNC:37736	FAM224A	NCRNA00230A
HGNC:37736	FAM224A	LINC00230A
HGNC:37737	FAM224B	NCRNA00230B
HGNC:37737	FAM224B	LINC00230B
HGNC:27855	FAM225A	C9orf109
HGNC:27855	FAM225A	NCRNA00256A
HGNC:27855	FAM225A	LINC00256A
HGNC:21865	FAM225B	C9orf110
HGNC:21865	FAM225B	NCRNA00256B
HGNC:21865	FAM225B	LINC00256B
HGNC:28544	FAM226A	CXorf50
HGNC:28544	FAM226A	NCRNA00246
HGNC:28544	FAM226A	NCRNA00246A
HGNC:28544	FAM226A	LINC00246A
HGNC:31964	FAM226B	CXorf50B
HGNC:31964	FAM226B	NCRNA00246B
HGNC:31964	FAM226B	LINC00246B
HGNC:26543	FAM227B	C15orf33
HGNC:34418	FAM228A	C2orf84
HGNC:33858	FAM229B	C6orf225
HGNC:24482	FAM230C	NCRNA00281
HGNC:24482	FAM230C	LINC00281
HGNC:53910	FAM230D	LINC02592
HGNC:52450	FAM230E	LINC01662
HGNC:52451	FAM230F	LINC01663
HGNC:52446	FAM230I	LINC01658
HGNC:52448	FAM230J	LINC01660
HGNC:14163	FAM234A	C16orf9
HGNC:14163	FAM234A	ITFG3
HGNC:29288	FAM234B	KIAA1467
HGNC:44268	FAM236A	DMRTC1-AS1
HGNC:44268	FAM236A	LINC00684
HGNC:17776	FAM238A	C10orf50
HGNC:17776	FAM238A	NCRNA00264
HGNC:17776	FAM238A	LINC00264
HGNC:44917	FAM238B	LINC00202-2
HGNC:24672	FAM238C	C10orf51
HGNC:24672	FAM238C	NCRNA00202
HGNC:24672	FAM238C	LINC00202
HGNC:24672	FAM238C	LINC00202-1
HGNC:26813	FAM241A	C4orf32
HGNC:23519	FAM241B	C10orf35
HGNC:51597	FAM242A	LINC01598
HGNC:45163	FAM245A	LINC00864
HGNC:29170	FAN1	KIAA1018
HGNC:29170	FAN1	MTMR15
HGNC:3582	FANCA	FACA
HGNC:3582	FANCA	FANCH
HGNC:3584	FANCC	FACC
HGNC:3585	FANCD2	FACD
HGNC:3585	FANCD2	FANCD
HGNC:28623	FANCD2OS	C3orf24
HGNC:3586	FANCE	FACE
HGNC:3588	FANCG	XRCC9
HGNC:25568	FANCI	KIAA1794
HGNC:20748	FANCL	PHF9
HGNC:23168	FANCM	KIAA1596
HGNC:26222	FAR1	MLSTD2
HGNC:25531	FAR2	MLSTD1
HGNC:21062	FARS2	FARS1
HGNC:3592	FARSA	FARSL
HGNC:3592	FARSA	FARSLA
HGNC:17800	FARSB	FARSLB
HGNC:11920	FAS	FAS1
HGNC:11920	FAS	APT1
HGNC:11920	FAS	TNFRSF6
HGNC:37128	FAS-AS1	FASAS
HGNC:37128	FAS-AS1	FAS-AS
HGNC:11936	FASLG	APT1LG1
HGNC:11936	FASLG	TNFSF6
HGNC:29160	FASTKD2	KIAA0971
HGNC:3595	FAT1	FAT
HGNC:20742	FAXC	C6orf168
HGNC:1334	FAXDC2	C5orf4
HGNC:13620	FBH1	FBXO18
HGNC:3603	FBN1	FBN
HGNC:3603	FBN1	MFS1
HGNC:3603	FBN1	WMS
HGNC:3604	FBN2	CCA
HGNC:3606	FBP1	FBP
HGNC:20442	FBRS	FBS1
HGNC:13599	FBXL3	FBXL3A
HGNC:28155	FBXL15	FBXO37
HGNC:14150	FBXL16	C16orf22
HGNC:13615	FBXL17	FBXO13
HGNC:27557	FBXL19-AS1	NCRNA00095
HGNC:13600	FBXL21P	FBXL3B
HGNC:13600	FBXL21P	FBXL3P
HGNC:13600	FBXL21P	FBXL21
HGNC:13581	FBXO2	OCP1
HGNC:51147	FBXO3-DT	FBXO3-AS1
HGNC:18754	FBXO17	FBXO26
HGNC:25069	FBXO46	FBXO34L
HGNC:10847	FBXW4	SHFM3
HGNC:13609	FBXW4P1	FBXW3
HGNC:13609	FBXW4P1	SHFM3P1
HGNC:13597	FBXW8	FBXO29
HGNC:1211	FBXW10	C17orf1
HGNC:1211	FBXW10	C17orf1A
HGNC:13607	FBXW11	FBXW1B
HGNC:1145	FBXW11P1	BTRC2P
HGNC:1145	FBXW11P1	FBXW1BP1
HGNC:1145	FBXW11P1	FBXW1BP
HGNC:20729	FBXW12	FBXO35
HGNC:3609	FCER1A	FCE1A
HGNC:3612	FCER2	CD23A
HGNC:3612	FCER2	FCE2
HGNC:20220	FCF1	C14orf111
HGNC:3615	FCGR1CP	FCGR1C
HGNC:3616	FCGR2A	FCG2
HGNC:3616	FCGR2A	FCGR2A1
HGNC:3616	FCGR2A	FCGR2
HGNC:3618	FCGR2B	FCG2
HGNC:3618	FCGR2B	FCGR2
HGNC:3619	FCGR3A	FCGR3
HGNC:3619	FCGR3A	FCG3
HGNC:3620	FCGR3B	FCGR3
HGNC:3620	FCGR3B	FCG3
HGNC:29114	FCHSD2	SH3MD3
HGNC:14315	FCMR	FAIM3
HGNC:14875	FCRL2	SPAP1
