HGNC_ID	Gene_symbol	Previous_symbol
HGNC:7157	MMP11	STMY3
HGNC:7162	MMP16	C8orf57
HGNC:7165	MMP19	MMP18
HGNC:7170	MMP23A	MMP21
HGNC:7171	MMP23B	MMP22
HGNC:44421	MMP24OS	MMP24-AS1
HGNC:14246	MMP25	MMPL1
HGNC:14246	MMP25	MMP20
HGNC:7178	MMRN1	MMRN
HGNC:19888	MMRN2	EMILIN3
HGNC:13824	MMS19	MMS19L
HGNC:21475	MMS22L	C6orf167
HGNC:7526	MMUT	MUT
HGNC:7180	MN1	MGCR
HGNC:4979	MNX1	HLXB9
HGNC:16015	MOB1A	C2orf6
HGNC:16015	MOB1A	MOBK1B
HGNC:16015	MOB1A	MOBKL1B
HGNC:42638	MOB1AP1	MOBKL1BP1
HGNC:42639	MOB1AP2	MOBKL1BP2
HGNC:29801	MOB1B	MOBKL1A
HGNC:29802	MOB3A	MOBKL2A
HGNC:23825	MOB3B	MOBKL2B
HGNC:23825	MOB3B	C9orf35
HGNC:29800	MOB3C	MOBKL2C
HGNC:17261	MOB4	PREI3
HGNC:17261	MOB4	MOBKL3
HGNC:7191	MOCS1P1	MOCS1P2
HGNC:20021	MOCS3P1	MOCS3P
HGNC:18210	MOGAT1	DGAT2L1
HGNC:9833	MOK	RAGE
HGNC:7198	MORC1	MORC
HGNC:23573	MORC2	ZCWCC1
HGNC:26662	MORC2-AS1	C22orf27
HGNC:26662	MORC2-AS1	NCRNA00325
HGNC:23572	MORC3	ZCWCC3
HGNC:23485	MORC4	ZCWCC2
HGNC:15773	MORF4	SEN
HGNC:15773	MORF4	SEN1
HGNC:20400	MORF4L1P1	MORF4LP1
HGNC:20401	MORF4L1P2	MORF4LP2
HGNC:20402	MORF4L1P3	MORF4LP3
HGNC:35425	MORF4L1P5	MORF4LP5
HGNC:20403	MORF4L2P1	MORF4LP4
HGNC:24001	MORN4	C10orf83
HGNC:17841	MORN5	C9orf113
HGNC:17841	MORN5	C9orf18
HGNC:27087	MOSMO	C16orf52
HGNC:33605	MOXD2P	MOXD2
HGNC:21606	MPC1	BRP44L
HGNC:24515	MPC2	BRP44
HGNC:13937	MPIG6B	C6orf25
HGNC:16002	MPLKIP	C7orf11
HGNC:7219	MPP1	DXS552E
HGNC:7220	MPP2	DLG2
HGNC:7221	MPP3	DLG3
HGNC:13680	MPP4	DLG6
HGNC:20143	MPPE1P1	MPPE1P
HGNC:1306	MPPED1	C22orf1
HGNC:1180	MPPED2	C11orf8
HGNC:7225	MPZ	CMT1
HGNC:7225	MPZ	CMT1B
HGNC:3496	MPZL2	EVA1
HGNC:4975	MR1	HLALS
HGNC:1304	MRAP	C21orf61
HGNC:21232	MRAP2	C6orf117
HGNC:7228	MRC1	MRC1L1
HGNC:7230	MRE11	MRE11A
HGNC:7231	MRE11P1	MRE11B
HGNC:15866	MRGBP	C20orf20
HGNC:30694	MRGPRE	GPR167
HGNC:24828	MRGPRF	GPR168
HGNC:24828	MRGPRF	GPR140
HGNC:24829	MRGPRG	GPR169
HGNC:26691	MRGPRG-AS1	C11orf36
HGNC:48649	MRLN	LINC00948
HGNC:16352	MRM2	FTSJ2
HGNC:18485	MRM3	RNMTL1
HGNC:44905	MRM3P1	RNMTL1P1
HGNC:44906	MRM3P2	RNMTL1P2
HGNC:30817	MRNIP	C5orf45
HGNC:24121	MRO	C18orf3
HGNC:50323	MROCKI	LINC01268
HGNC:26958	MROH1	HEATR7A
HGNC:27936	MROH2A	HEATR7B1
HGNC:26857	MROH2B	HEATR7B2
HGNC:33122	MROH3P	C1orf81
HGNC:27814	MROH6	C8orf73
HGNC:24802	MROH7	C1orf175
HGNC:24802	MROH7	HEATR8
HGNC:16125	MROH8	C20orf131
HGNC:16125	MROH8	C20orf132
HGNC:26287	MROH9	C1orf129
HGNC:10379	MRPL3	RPML3
HGNC:10378	MRPL12	RPML12
HGNC:10322	MRPL23	RPL23L
HGNC:14484	MRPL28	MAAT1
HGNC:14487	MRPL33	C2orf1
HGNC:14491	MRPL40	NLVCF
HGNC:1192	MRPL46	C15orf4
HGNC:1176	MRPL49	C11orf4
HGNC:14044	MRPL51	MRP64
HGNC:14514	MRPL57	MRP63
HGNC:29686	MRPL57P1	MRP63P1
HGNC:29687	MRPL57P2	MRP63P2
HGNC:29688	MRPL57P3	MRP63P3
HGNC:29689	MRPL57P6	MRP63P6
HGNC:29690	MRPL57P7	MRP63P7
HGNC:29691	MRPL57P8	MRP63P8
HGNC:29692	MRPL57P9	MRP63P9
HGNC:23965	MRPL57P10	MRP63P10
HGNC:5359	MRPL58	ICT1
HGNC:14051	MRPS6	C21orf101
HGNC:10380	MRPS12	RPMS12
HGNC:16541	MRPS16P2	MRPS16P
HGNC:14045	MRPS26	C20orf193
HGNC:8769	MRPS30	PDCD9
HGNC:39253	MRPS31P5	MRPS31P3
HGNC:35238	MRRFP1	MRRFP
HGNC:13785	MRS2	MRS2L
HGNC:20590	MRS2P1	MRS2LP1
HGNC:14334	MRTFA	MKL1
HGNC:29819	MRTFB	MKL2
HGNC:18477	MRTO4	C1orf33
HGNC:7315	MS4A1	CD20
HGNC:7316	MS4A2	FCER1B
HGNC:7316	MS4A2	IGER
HGNC:7316	MS4A2	APY
HGNC:7317	MS4A3	CD20L
HGNC:13371	MS4A4A	MS4A4
HGNC:13375	MS4A6A	MS4A6
HGNC:13380	MS4A8	MS4A8B
HGNC:30706	MS4A14	MS4A16
HGNC:33741	MSANTD1	C4orf44
HGNC:26266	MSANTD2	C11orf61
HGNC:23370	MSANTD3	C9orf30
HGNC:38838	MSANTD3-TMEFF1	C9orf30-TMEFF1
HGNC:29383	MSANTD4	KIAA1826
HGNC:7325	MSH2	COCA1
HGNC:41994	MSH5-SAPCD1	MSH5-C6orf26
HGNC:7329	MSH6	GTBP
HGNC:25544	MSL2	RNF184
HGNC:25544	MSL2	MSL2L1
HGNC:7370	MSL3	MSL3L1
HGNC:17837	MSL3P1	MSL3L2
HGNC:14170	MSLNL	C16orf37
HGNC:10545	MSMO1	SC4MOL
HGNC:7374	MSNP1	MSNL1
HGNC:14133	MSRB1	SEPX1
HGNC:17061	MSRB2	MSRB
HGNC:27375	MSRB3	DFNB74
HGNC:21000	MSS51	ZMYND17
HGNC:7380	MST1	D3F15S2
HGNC:7380	MST1	HGFL
HGNC:7380	MST1	DNF15S2
HGNC:7390	MST1L	MSTP7
HGNC:7390	MST1L	MSTP9
HGNC:7390	MST1L	MST1P9
HGNC:7383	MST1P2	MSTP2
HGNC:7381	MST1R	RON
HGNC:7381	MST1R	PTK8
HGNC:7381	MST1R	SEA
HGNC:4223	MSTN	GDF8
HGNC:26329	MSTO2P	MSTO2
HGNC:7391	MSX1	HOX7
HGNC:7392	MSX2	PFM1
HGNC:24976	MSX2P1	MSX2P
HGNC:7409	MT-7SDNA	MT7SDNA
HGNC:7414	MT-ATP6	MTATP6
HGNC:7414	MT-ATP6	RP
HGNC:7415	MT-ATP8	MTATP8
HGNC:7416	MT-ATT	MTATT
HGNC:7419	MT-CO1	MTCO1
HGNC:7421	MT-CO2	MTCO2
HGNC:7422	MT-CO3	MTCO3
HGNC:7424	MT-CSB1	MTCSB1
HGNC:7425	MT-CSB2	MTCSB2
HGNC:7426	MT-CSB3	MTCSB3
HGNC:7427	MT-CYB	MTCYB
HGNC:7438	MT-HPR	MTHPR
HGNC:7439	MT-HSP1	MTHSP1
HGNC:7440	MT-HSP2	MTHSP2
HGNC:7447	MT-LSP	MTLSP
HGNC:7455	MT-ND1	MTND1
HGNC:7456	MT-ND2	MTND2
HGNC:7458	MT-ND3	MTND3
HGNC:7459	MT-ND4	MTND4
HGNC:7459	MT-ND4	LHON
HGNC:7460	MT-ND4L	MTND4L
HGNC:7461	MT-ND5	MTND5
HGNC:7462	MT-ND6	MTND6
HGNC:7465	MT-OHR	MTOHR
HGNC:7466	MT-OLR	MTOLR
HGNC:7470	MT-RNR1	MTRNR1
HGNC:7471	MT-RNR2	MTRNR2
HGNC:7472	MT-RNR3	MTRNR3
HGNC:7475	MT-TA	MTTA
HGNC:7476	MT-TAS	MTTAS
HGNC:7477	MT-TC	MTTC
HGNC:7478	MT-TD	MTTD
HGNC:7479	MT-TE	MTTE
HGNC:7480	MT-TER	MTTER
HGNC:7481	MT-TF	MTTF
HGNC:7482	MT-TFH	MTTFH
HGNC:7483	MT-TFL	MTTFL
HGNC:7484	MT-TFX	MTTFX
HGNC:7485	MT-TFY	MTTFY
HGNC:7486	MT-TG	MTTG
HGNC:7487	MT-TH	MTTH
HGNC:7488	MT-TI	MTTI
HGNC:7489	MT-TK	MERRF
HGNC:7489	MT-TK	MTTK
HGNC:7490	MT-TL1	MTTL1
HGNC:7491	MT-TL2	MTTL2
HGNC:7492	MT-TM	MTTM
HGNC:7493	MT-TN	MTTN
HGNC:7494	MT-TP	MTTP
HGNC:7495	MT-TQ	MTTQ
HGNC:7496	MT-TR	MTTR
HGNC:7497	MT-TS1	MTTS1
HGNC:7498	MT-TS2	MTTS2
HGNC:7499	MT-TT	MTTT
HGNC:7499	MT-TT	LIMM
HGNC:7500	MT-TV	MTTV
HGNC:7501	MT-TW	MTTW
HGNC:7502	MT-TY	MTTY
HGNC:7393	MT1A	MT1
HGNC:7393	MT1A	MT1S
HGNC:7394	MT1B	MT1
HGNC:7394	MT1B	MT1Q
HGNC:7397	MT1E	MT1
HGNC:7398	MT1F	MT1
HGNC:7399	MT1G	MT1
HGNC:7400	MT1H	MT1
HGNC:31864	MT1HL1	MT1P2
HGNC:7401	MT1IP	MT1
HGNC:7401	MT1IP	MT1I
HGNC:7402	MT1JP	MT1
HGNC:7402	MT1JP	MT1NP
HGNC:7402	MT1JP	MT1J
HGNC:7404	MT1L	MT1
HGNC:14296	MT1M	MT1
HGNC:14296	MT1M	MT1K
HGNC:16120	MT1P3	C20orf127
HGNC:16120	MT1P3	MTL4
HGNC:7405	MT1X	MT1
HGNC:7442	MT1XP1	MTL1
HGNC:7406	MT2A	MT2
HGNC:7411	MTA2	MTA1L1
HGNC:26189	MTARC1	MOSC1
HGNC:26189	MTARC1	MARC1
HGNC:26064	MTARC2	MOSC2
HGNC:26064	MTARC2	MARC2
HGNC:29121	MTCL1	KIAA0802
HGNC:29121	MTCL1	CCDC165
HGNC:29121	MTCL1	SOGA2
HGNC:42040	MTCL1P1	CCDC165P1
HGNC:42040	MTCL1P1	SOGA2P1
HGNC:16564	MTCO2P1	MTCO2L
HGNC:21463	MTERF1	MTERF
HGNC:30779	MTERF2	MTERFD3
HGNC:24258	MTERF3	MTERFD1
HGNC:28785	MTERF4	MTERFD2
HGNC:28836	MTFR1L	FAM54B
HGNC:21115	MTFR2	DUFD1
HGNC:21115	MTFR2	FAM54A
HGNC:54774	MTFR2P2	MTFR2P1
HGNC:32159	MTG1	GTPBP7
HGNC:16239	MTG2	GTPBP5
HGNC:7432	MTHFD1	MTHFC
HGNC:7432	MTHFD1	MTHFD
HGNC:21055	MTHFD1L	FTHFSDC1
HGNC:7433	MTHFD1P1	MTHFDL1
HGNC:7433	MTHFD1P1	MTHFDP1
HGNC:7444	MTL3P	MTL3
HGNC:27339	MTLN	NCRNA00116
HGNC:27339	MTLN	LINC00116
HGNC:27339	MTLN	SMIM37
HGNC:7450	MTMR2	CMT4B
HGNC:14596	MTMR9	C8orf9
HGNC:14596	MTMR9	MTMR8
HGNC:27920	MTMR9LP	MTMR9L
HGNC:18191	MTMR12	PIP3AP
HGNC:26190	MTMR14	C3orf29
HGNC:3942	MTOR	FRAP
HGNC:3942	MTOR	FRAP2
HGNC:3942	MTOR	FRAP1
HGNC:25532	MTPAP	PAPD1
HGNC:17971	MTRES1	C6orf203
HGNC:18734	MTREX	KIAA0052
HGNC:18734	MTREX	SKIV2L2
HGNC:26784	MTRFR	C12orf65
HGNC:25094	MTSS2	MTSS1L
HGNC:7467	MTTP	MTP
HGNC:25457	MTURN	C7orf41
HGNC:20595	MTUS2	KIAA0774
HGNC:7504	MTX1	MTX
HGNC:7505	MTX1P1	MTXP
HGNC:7505	MTX1P1	MTX1P
HGNC:7508	MUC1	PUM
HGNC:7508	MUC1	MCKD1
HGNC:7513	MUC3A	MUC3
HGNC:7516	MUC5B	MUC5
HGNC:7510	MUC12	MUC11
HGNC:7511	MUC13	DRCC1
HGNC:21661	MUC21	C6orf205
HGNC:21666	MUCL3	DPCR1
HGNC:25762	MUL1	C1orf166
HGNC:25153	MVB12A	FAM125A
HGNC:23368	MVB12B	C9orf28
HGNC:23368	MVB12B	FAM125B
HGNC:6761	MXD1	MAD
HGNC:23932	MXRA5Y	MXRA5P
HGNC:23932	MXRA5Y	MXRA5P1
HGNC:37457	MYB-AS1	MYBAS
HGNC:37457	MYB-AS1	MYB-AS
HGNC:7551	MYBPC3	CMH4
HGNC:7555	MYCL	MYCL1
HGNC:7556	MYCLP1	MYCL2
HGNC:7556	MYCLP1	MYCL1P1
HGNC:7557	MYCLP3	MYCL3
HGNC:7559	MYCN	NMYC
HGNC:32684	MYCNUT	MYCNUN
HGNC:16948	MYDGF	IL27
HGNC:16948	MYDGF	IL27w
HGNC:16948	MYDGF	C19orf10
HGNC:17590	MYG1	C12orf10
HGNC:54725	MYG1P1	C12orf10P1
HGNC:7572	MYH2	IBM3
HGNC:7577	MYH7	CMH1
HGNC:7577	MYH7	MPD1
HGNC:7579	MYH9	DFNA17
HGNC:23212	MYH14	DFNA4
HGNC:31038	MYH16	MYH5
HGNC:7588	MYL6P1	MYL6P
HGNC:7589	MYL12BP3	MYL8P
HGNC:7591	MYLKP1	MYLKP
HGNC:33778	MYMK	TMEM8C
HGNC:7595	MYO1A	MYHL
HGNC:7595	MYO1A	DFNA48
HGNC:7601	MYO3A	DFNB30
HGNC:7602	MYO5A	MYH12
HGNC:7605	MYO6	DFNA22
HGNC:7605	MYO6	DFNB37
HGNC:7606	MYO7A	USH1B
HGNC:7606	MYO7A	DFNB2
HGNC:7606	MYO7A	DFNA11
HGNC:7609	MYO9B	CELIAC4
HGNC:7594	MYO15A	DFNB3
HGNC:7594	MYO15A	MYO15
HGNC:26234	MYO19	MYOHD1
HGNC:7610	MYOC	GLC1A
HGNC:7611	MYOD1	MYF3
HGNC:3656	MYOF	FER1L3
HGNC:7612	MYOG	MYF4
HGNC:19918	MYORG	KIAA1161
HGNC:12399	MYOT	TTID
HGNC:12399	MYOT	LGMD1A
HGNC:12399	MYOT	LGMD1
HGNC:13752	MYOZ1	MYOZ
HGNC:1330	MYOZ2	C4orf5
HGNC:1181	MYRF	C11orf9
HGNC:26316	MYRFL	C12orf15
HGNC:26316	MYRFL	C12orf28
HGNC:7622	MYT1	PLPB1
HGNC:13108	MZF1	ZNF42
HGNC:33830	MZT1	C13orf37
HGNC:33187	MZT2A	FAM128A
HGNC:25886	MZT2B	FAM128B
HGNC:16021	N6AMT1	C21orf127
HGNC:16021	N6AMT1	HEMK2
HGNC:18704	NAA10	ARD1
HGNC:18704	NAA10	ARD1A
HGNC:28125	NAA11	ARD1B
HGNC:30782	NAA15	NARG1
HGNC:26164	NAA16	NARG1L
HGNC:15908	NAA20	NAT5
HGNC:25783	NAA25	C12orf30
HGNC:19844	NAA30	C14orf35
HGNC:19844	NAA30	NAT12
HGNC:24340	NAA35	MAK10
HGNC:28212	NAA38	LSMD1
HGNC:25845	NAA40	NAT11
HGNC:29533	NAA50	MAK3
HGNC:29533	NAA50	NAT13
HGNC:25875	NAA60	NAT15
HGNC:30252	NAA80	NAT6
HGNC:736	NAAA	ASAHL
HGNC:26232	NABP1	OBFC2A
HGNC:28412	NABP2	OBFC2B
HGNC:23290	NACA2	NACAL
HGNC:24688	NACA4P	NACAP1
HGNC:49490	NACAP8	NACAP3
HGNC:49491	NACAP9	NACAP4
HGNC:20967	NACC1	BTBD14B
HGNC:23846	NACC2	BTBD14A
HGNC:26404	NADK2	C5orf33
HGNC:26404	NADK2	NADKD1
HGNC:41143	NADK2-AS1	NADKD1-AS1
HGNC:621	NAE1	APPBP1
HGNC:25446	NAIF1	C9orf90
HGNC:7634	NAIP	BIRC1
HGNC:19082	NALCN	VGCNL1
HGNC:33877	NALF1	FAM155A
HGNC:41503	NALF1-IT1	FAM155A-IT1
HGNC:30701	NALF2	TMEM28
HGNC:30701	NALF2	CXorf63
HGNC:30701	NALF2	FAM155B
HGNC:51192	NALT1	MIR4674HG
HGNC:51192	NALT1	LINC01573
HGNC:30092	NAMPT	PBEF1
HGNC:17633	NAMPTP1	PBEF2
HGNC:17633	NAMPTP1	NAMPTL
HGNC:16140	NANP	C20orf147
HGNC:16140	NANP	HDHD4
HGNC:31706	NAP1L6P	NAP1L6
HGNC:30450	NAPRT	NAPRT1
HGNC:43651	NARF-IT1	NARF-OT1
HGNC:7643	NARS1	NARS
HGNC:19933	NARS1P1	NARSP
HGNC:19933	NARS1P1	NARSP1
HGNC:50481	NARS1P2	NARSP2
HGNC:26274	NARS2	DFNB94
HGNC:7645	NAT1	AAC1
HGNC:7646	NAT2	AAC2
HGNC:22030	NAT16	C7orf52
HGNC:30770	NATD1	C17orf103
HGNC:15	NATP	AACP
HGNC:25576	NAXD	CARKD
HGNC:18453	NAXE	APOA1BP
HGNC:49075	NBAT1	CASC14
HGNC:50713	NBDY	LINC01420
HGNC:20681	NBEAL1	ALS2CR17
HGNC:20681	NBEAL1	ALS2CR16
HGNC:1007	NBEAP1	BCL8
HGNC:7652	NBN	NBS
HGNC:7652	NBN	NBS1
HGNC:24491	NBPF5P	NBPF5
HGNC:31989	NBPF7P	NBPF7
HGNC:31990	NBPF8	NBPF8P
HGNC:31993	NBPF11	NBPF24
HGNC:24297	NBPF12	KIAA1245
HGNC:28791	NBPF15	NBPF16
HGNC:31997	NBPF17P	NBPF23P
HGNC:31997	NBPF17P	NBPF23
HGNC:6746	NBR1	M17S2
HGNC:2465	NCAN	CSPG3
HGNC:21904	NCAPG2	LUZP5
HGNC:1112	NCAPH	BRRN1
HGNC:7658	NCBP1	NCBP
HGNC:25121	NCBP2AS2	NCBP2-AS2
HGNC:24612	NCBP3	C17orf85
HGNC:29260	NCEH1	AADACL1
HGNC:7664	NCK1	NCK
HGNC:49645	NCK1-DT	NCK1-AS1
HGNC:4862	NCKAP1L	HEM1
HGNC:29321	NCKAP5L	KIAA1602
HGNC:29332	NCMAP	C1orf130
HGNC:20022	NCOA4P1	NCOA4P
HGNC:16724	NCOR1P1	C20orf191
HGNC:6731	NCR1	LY94
HGNC:6732	NCR2	LY95
HGNC:19077	NCR3	LY117
HGNC:3953	NCS1	FREQ
HGNC:25525	NDC1	TMEM48
HGNC:16909	NDC80	KNTC2
HGNC:26256	NDNF	C4orf31
HGNC:7678	NDP	EVR2
HGNC:7679	NDRG1	CAP43
HGNC:7680	NDST1	HSST
HGNC:31362	NDUFA4P2	NDUFA4L
HGNC:45273	NDUFA6-DT	NDUFA6-AS1
HGNC:7693	NDUFA9	NDUFS2L
HGNC:28086	NDUFAF2	NDUFA12L
HGNC:29918	NDUFAF3	C3orf60
HGNC:21034	NDUFAF4	C6orf66
HGNC:15899	NDUFAF5	C20orf7
HGNC:28625	NDUFAF6	C8orf38
HGNC:28816	NDUFAF7	C2orf56
HGNC:33551	NDUFAF8	C17orf89
HGNC:30893	NDUFB1P1	NDUFB1P
HGNC:33980	NDUFB11P1	NDUFB11P
HGNC:26915	NDUFV1-DT	C11orf72
HGNC:30815	NEAT1	NCRNA00084
HGNC:7720	NEB	NEM2
HGNC:16932	NEBL	C10orf113
HGNC:20983	NECAB1	EFCBP1
HGNC:23746	NECAB2	EFCBP2
HGNC:15851	NECAB3	SYTIP2
HGNC:15851	NECAB3	APBA2BP
HGNC:9706	NECTIN1	HVEC
HGNC:9706	NECTIN1	ED4
HGNC:9706	NECTIN1	PVRL1
HGNC:9707	NECTIN2	HVEB
HGNC:9707	NECTIN2	PVRL2
HGNC:17664	NECTIN3	PVRL3
HGNC:40813	NECTIN3-AS1	PVRL3-AS1
HGNC:19688	NECTIN4	PVRL4
HGNC:7738	NEFHP1	NEFHL
HGNC:7734	NEFM	NEF3
HGNC:19272	NEK2P1	NEK2P
HGNC:11399	NEK4	STK2
HGNC:12768	NELFA	WHSC2
HGNC:24324	NELFB	COBRA1
HGNC:15934	NELFCD	TH1L
HGNC:13974	NELFE	RDBP
HGNC:10663	NEMF	SDCCAG1
HGNC:29001	NEMP1	TMEM194
HGNC:29001	NEMP1	TMEM194A
HGNC:33700	NEMP2	TMEM194B
HGNC:24496	NEPRO	C3orf17
HGNC:7758	NEU1	NEU
HGNC:7761	NEURL1	NEURL
HGNC:16156	NEURL2	C20orf163
HGNC:7762	NEUROD1	NEUROD
HGNC:7764	NEUROG1	NEUROD3
HGNC:29433	NEXMIF	KIAA2022
HGNC:31983	NEXN-AS1	C1orf118
HGNC:7766	NF1P3	NF1L1
HGNC:7769	NF1P4	NF1L4
HGNC:7770	NF1P5	NF1L5
HGNC:7771	NF1P6	NF1L6
HGNC:34230	NF1P7	NF1L7
HGNC:7767	NF1P8	NF1L2
HGNC:7781	NFE2L1	TCF11
HGNC:7786	NFIC	NFI
HGNC:7787	NFIL3	IL3BP1
HGNC:52681	NFILZ	LINC01862
HGNC:7797	NFKBIA	NFKBI
HGNC:7800	NFKBIL1	NFKBIL
HGNC:16287	NFU1	HIRIP5
HGNC:34078	NFYAP1	NFYAP
HGNC:20271	NGDN	C14orf120
HGNC:7808	NGF	NGFB
HGNC:7817	NHLH1	HEN1
HGNC:7818	NHLH2	HEN2
HGNC:14377	NHP2	NOLA2
HGNC:23582	NHP2P1	NOLA2P1
HGNC:21021	NHSL1	C6orf63
HGNC:16784	NIBAN1	C1orf24
HGNC:16784	NIBAN1	FAM129A
HGNC:25282	NIBAN2	C9orf88
HGNC:25282	NIBAN2	FAM129B
HGNC:24130	NIBAN3	FAM129C
HGNC:7821	NID1	NID
HGNC:13390	NIF3L1	ALS2CR1
HGNC:17838	NIFK	MKI67IP
HGNC:44949	NIFKP1	MKI67IPP1
HGNC:44950	NIFKP2	MKI67IPP2
HGNC:44951	NIFKP3	MKI67IPP3
HGNC:44952	NIFKP4	MKI67IPP4
HGNC:44953	NIFKP5	MKI67IPP5
HGNC:44954	NIFKP6	MKI67IPP6
HGNC:44955	NIFKP7	MKI67IPP7
HGNC:44956	NIFKP8	MKI67IPP8
HGNC:44957	NIFKP9	MKI67IPP9
HGNC:17043	NIPA1	SPG6
HGNC:27194	NIPAL1	NPAL1
HGNC:25854	NIPAL2	NPAL2
HGNC:25233	NIPAL3	NPAL3
HGNC:51293	NIPBL-DT	NIPBL-AS1
HGNC:4179	NIPSNAP2	GBAS
HGNC:25743	NKAIN1	FAM77C
HGNC:16443	NKAIN2	TCBA1
HGNC:26829	NKAIN3	FAM77D
HGNC:26829	NKAIN3	NKAIN3-IT1
HGNC:16191	NKAIN4	C20orf58
HGNC:25569	NKAPD1	C11orf57
HGNC:21584	NKAPL	C6orf194
HGNC:26706	NKAPP1	CXorf42
HGNC:31652	NKX1-2	C10orf121
HGNC:11825	NKX2-1	NKX2A
HGNC:11825	NKX2-1	BCH
HGNC:11825	NKX2-1	TITF1
HGNC:7835	NKX2-2	NKX2B
HGNC:7836	NKX2-3	NKX2C
HGNC:7837	NKX2-4	NKX2D
HGNC:2488	NKX2-5	CSX
HGNC:2488	NKX2-5	NKX2E
HGNC:16364	NKX2-8	NKX2H
HGNC:7838	NKX3-1	NKX3A
HGNC:951	NKX3-2	BAPX1
HGNC:7839	NKX6-1	NKX6A
HGNC:19889	NLE1	NLE
HGNC:14287	NLGN4X	NLGN4
HGNC:38793	NLGN4Y-AS1	NLGN4YAS
HGNC:38793	NLGN4Y-AS1	NLGN4Y-AS
HGNC:16058	NLN	AGTBP
HGNC:16412	NLRC4	CARD12
HGNC:14374	NLRP1	NALP1
HGNC:14374	NLRP1	SLEV1
HGNC:22948	NLRP2	NALP2
HGNC:29887	NLRP2B	NLRP2P
HGNC:16400	NLRP3	C1orf7
HGNC:16400	NLRP3	CIAS1
HGNC:16400	NLRP3	DFNA34
HGNC:29886	NLRP3P1	NLRP3P
HGNC:22943	NLRP4	NALP4
HGNC:21269	NLRP5	NALP5
HGNC:22944	NLRP6	NALP6
HGNC:22947	NLRP7	NALP7
HGNC:22940	NLRP8	NALP8
HGNC:22941	NLRP9	NALP9
HGNC:29888	NLRP9P1	NLRP9P
HGNC:21464	NLRP10	NALP10
HGNC:22945	NLRP11	NALP11
HGNC:22938	NLRP12	NALP12
HGNC:22937	NLRP13	NALP13
HGNC:22939	NLRP14	NALP14
HGNC:22672	NMD3P1	NMD3P
HGNC:16473	NME8	TXNDC3
HGNC:21343	NME9	TXNDC6
HGNC:17877	NMNAT1	LCA9
HGNC:20024	NMNAT1P1	NMNATP
HGNC:16789	NMNAT2	C1orf15
HGNC:52332	NMRAL2P	NMRAL1P1
HGNC:26057	NMRK1	C9orf95
HGNC:17871	NMRK2	ITGB1BP3
HGNC:34892	NMTRL-TAA1-1	TRNAL31
HGNC:35097	NMTRL-TAA2-1	TRNAL46P
HGNC:35095	NMTRL-TAA3-1	TRNAL45P
HGNC:34945	NMTRL-TAA4-1	TRNAL37
HGNC:35038	NMTRL-TAA5-1	TRNAL42P
HGNC:35027	NMTRL-TAA6-1	TRNAL41P
HGNC:35035	NMTRP-TGG1-1	TRNAP23P
HGNC:35033	NMTRQ-CTG1-1	TRNAQ38P
HGNC:35048	NMTRQ-TTG1-1	TRNAQ40P
HGNC:35091	NMTRQ-TTG2-1	TRNAQ48P
HGNC:34778	NMTRQ-TTG3-1	TRNAQ18
HGNC:35062	NMTRQ-TTG4-1	TRNAQ42P
HGNC:34965	NMTRQ-TTG5-1	TRNAQ31
HGNC:35085	NMTRQ-TTG6-1	TRNAQ47P
HGNC:35015	NMTRQ-TTG7-1	TRNAQ34P
HGNC:35018	NMTRQ-TTG8-1	TRNAQ35P
HGNC:35022	NMTRQ-TTG9-1	TRNAQ36P
HGNC:35099	NMTRQ-TTG10-1	TRNAQ50P
HGNC:35076	NMTRQ-TTG11-1	TRNAQ43P
HGNC:35051	NMTRQ-TTG12-1	TRNAQ41P
HGNC:35112	NMTRQ-TTG13-1	TRNAQ52P
HGNC:34617	NMTRQ-TTG14-1	TRNAQ9
HGNC:35117	NMTRQ-TTG15-1	TRNAQ54P
HGNC:34614	NMTRS-TGA1-1	TRNAS8
HGNC:35100	NMTRS-TGA2-1	TRNAS31P
HGNC:35087	NMTRS-TGA3-1	TRNAS30P
HGNC:35088	NMTRV-TAC1-1	TRNAV37P
HGNC:4518	NMUR1	GPR66
HGNC:16454	NMUR2	NMU2R
HGNC:28473	NOA1	C4orf14
HGNC:29540	NOB1	PSMD8BP1
HGNC:24034	NOC3L	C10orf117
HGNC:14254	NOCT	CCRN4L
HGNC:16390	NOD1	CARD4
HGNC:5331	NOD2	IBD1
HGNC:5331	NOD2	CARD15
HGNC:7866	NOG	SYNS1
HGNC:7866	NOG	SYM1
HGNC:16106	NOL4L	C20orf113
HGNC:16106	NOL4L	C20orf112
HGNC:21040	NOL7	C6orf90
HGNC:21040	NOL7	PQBP3
HGNC:23387	NOL8	C9orf34
HGNC:25862	NOL10	PQBP5
HGNC:13244	NOM1	C7orf3
HGNC:7867	NOP2	NOL1
HGNC:19826	NOP9	C14orf21
HGNC:14378	NOP10	NOLA3
HGNC:16821	NOP14	C4orf9
HGNC:16821	NOP14	NOL14
HGNC:20205	NOP14-AS1	C4orf10
HGNC:4333	NOP53	GLTSCR2
HGNC:51587	NOP53-AS1	GLTSCR2-AS1
HGNC:15911	NOP56	NOL5A
HGNC:13962	NOP56P1	NOL5B
HGNC:13962	NOP56P1	NOL5BP
HGNC:28628	NOPCHAP1	C12orf45
HGNC:44311	NORAD	LINC00657
